File Name;Song Title;Author;Gender
"MARIAH CAREY - ALL I WANT FOR CHRISTMAS IS YOU.mp3";ALL I WANT FOR CHRISTMAS IS YOU;MARIAH CAREY;F
"The Weeknd - Starboy (feat. Daft Punk).mp3";Starboy (feat. Daft Punk);The Weeknd;m
"Nat King Cole - When I Fall In Love.mp3";When I Fall In Love;Nat King Cole;m
"Chris Brown - Questions.mp3";Questions;Chris Brown;m
"deadmau5 - Raise Your Weapon.mp3";Raise Your Weapon;deadmau5;m
"Whitney Houston - I Have Nothing.mp3";I Have Nothing ;Whitney Houston;F
"Marshmello - Alone.mp3";Alone;Marshmello;m
"Etta James - A Sunday Kind of Love.mp3";A Sunday Kind of Love;Etta James;f
"Thomas Rhett - Marry Me.mp3";Marry Me;Thomas Rhett;m
"Nick Jonas - Find You.mp3";Find You;Nick Jonas;m
"KYLIE MINOGUE - CAN'T GET YOU OUT OF MY HEAD.mp3";CAN'T GET YOU OUT OF MY HEAD;KYLIE MINOGUE;F
"Avicii - Levels.mp3";Levels;Avicii;m
"Whitney Houston - One Moment in Time.mp3";One Moment in Time ;Whitney Houston;F
"Stevie Wonder - As.mp3";As;Stevie Wonder;m
"Taylor Swift - Shake It Off.mp3";Shake It Off;Taylor Swift;F
"Khalid - Young Dumb & Broke.mp3";Young Dumb & Broke;Khalid;m
"Mitch King - Coming Back.mp3";Coming Back;Mitch King;m
"Lil Jon - Outta Your Mind (feat. LMFAO).mp3";Outta Your Mind (feat. LMFAO);Lil Jon;m
"Taylor Swift - The Outside.mp3";The Outside;Taylor Swift;F
"SPICE GIRLS - 2 BECOME 1.mp3";2 BECOME 1;SPICE GIRLS;F
"Chris Stapleton - Broken Halos.mp3";Broken Halos;Chris Stapleton;m
"Jonny Lang - Stronger Together.mp3";Stronger Together;Jonny Lang;m
"Whitney Houston - I Wanna Dance with Somebody.mp3";I Wanna Dance with Somebody ;Whitney Houston;F
"Kelly Clarkson - Love So Soft.mp3";Love So Soft;Kelly Clarkson;f
"James Arthur - Say You Won't Let Go.mp3";Say You Won't Let Go;James Arthur;m
"blackbear - do re mi.mp3";do re mi;blackbear;m
"Afrojack - Take Over Control (feat. Eva Simons).mp3";Take Over Control (feat. Eva Simons);Afrojack;m
"Whitney Houston - All the Man That I Need.mp3";All the Man That I Need ;Whitney Houston;F
"Whitney Houston - Saving All My Love for You.mp3";Saving All My Love for You ;Whitney Houston;F
"George Benson - This Masquerade.mp3";This Masquerade;George Benson;m
"Chris Stapleton - Tennessee Whiskey.mp3";Tennessee Whiskey;Chris Stapleton;m
"Daniel Caesar - Best Part (feat. H.E.R.).mp3";Best Part (feat. H.E.R.);Daniel Caesar;m
"Luke Combs - Hurricane.mp3";Hurricane;Luke Combs;m
"JENNIFER RUSH - THE POWER OF LOVE.mp3";THE POWER OF LOVE;JENNIFER RUSH;F
"John Lee Hooker - Boom Boom.mp3";Boom Boom;John Lee Hooker;m
"Whitney Houston - Jesus Loves Me.mp3";Jesus Loves Me ;Whitney Houston;F
"Etta James - Stormy Weather.mp3";Stormy Weather;Etta James;f
"Walker Hayes - You Broke Up with Me.mp3";You Broke Up with Me;Walker Hayes;m
"George Benson - On Broadway.mp3";On Broadway;George Benson;m
"SZA - The Weekend.mp3";The Weekend;SZA;f
"Seth MacFarlane - If I Had a Talking Picture of You (feat. Norah Jones).mp3";If I Had a Talking Picture of You (feat. Norah Jones);Seth MacFarlane;m
"LADY GAGA - BAD ROMANCE.mp3";BAD ROMANCE;LADY GAGA;F
"King Floyd - Groove Me.mp3";Groove Me;King Floyd;m
"Usher - Yeah! (feat. Lil Jon & Ludacris).mp3";Yeah! (feat. Lil Jon & Ludacris);Usher;m
"Dorothy Moore - Misty Blue.mp3";Misty Blue;Dorothy Moore;f
"Shaggy - Angel.mp3";Angel;Shaggy;m
"George Benson - Turn Your Love Around.mp3";Turn Your Love Around;George Benson;m
"2Pac - Dear Mama.mp3";Dear Mama;2Pac;m
"Ed Sheeran - Perfect.mp3";Perfect;Ed Sheeran;m
"Taylor Swift - Mine.mp3";Mine;Taylor Swift;F
"ALEXANDRA BURKE - HALLELUJAH.mp3";HALLELUJAH;ALEXANDRA BURKE;F
"Sam Hunt - Body Like a Back Road.mp3";Body Like a Back Road;Sam Hunt;m
"Whitney Houston - I Love the Lord.mp3";I Love the Lord ;Whitney Houston;F
"Taylor Swift - Wildest Dreams.mp3";Wildest Dreams;Taylor Swift;F
"Taylor Swift - Look What You Made Me Do.mp3";Look What You Made Me Do;Taylor Swift;f
"Miranda Lambert - Tin Man.mp3";Tin Man;Miranda Lambert;f
"Eminem - Lose Yourself.mp3";Lose Yourself;Eminem;m
"Taylor Swift - Dear John.mp3";Dear John;Taylor Swift;F
"JULIE COVINGTON - DON'T CRY FOR ME ARGENTINA.mp3";DON'T CRY FOR ME ARGENTINA;JULIE COVINGTON;F
"Billie Holiday - I'll Be Seeing You.mp3";I'll Be Seeing You;Billie Holiday;f
"Walter Trout - We're All In This Together (feat. Joe Bonamassa).mp3";We're All In This Together (feat. Joe Bonamassa);Walter Trout;m
"IRENE CARA - FAME.mp3";FAME;IRENE CARA;F
"Damian Jr. Gong Marley - Medication (feat. Stephen Marley).mp3";Medication (feat. Stephen Marley);"Damian ""Jr. Gong"" Marley";m
"NICKI MINAJ - STARSHIPS.mp3";STARSHIPS;NICKI MINAJ;F
"Sister Nancy - Bam Bam.mp3";Bam Bam;Sister Nancy;f
"RIHANNA - DIAMONDS.mp3";DIAMONDS;RIHANNA;F
"Andra Day - Rise Up.mp3";Rise Up;Andra Day;f
"Louis Armstrong - A Kiss to Build a Dream On (Single Version).mp3";A Kiss to Build a Dream On (Single Version);Louis Armstrong;m
"CHERYL COLE - FIGHT FOR THIS LOVE.mp3";FIGHT FOR THIS LOVE;CHERYL COLE;F
"Keb' Mo' - Life Is Beautiful.mp3";Life Is Beautiful;Keb' Mo';m
"Taylor Swift - Love Story.mp3";Love Story;Taylor Swift;F
"ADELE - SOMEONE LIKE YOU.mp3";SOMEONE LIKE YOU;ADELE;F
"Scott Joplin - The Entertainer.mp3";The Entertainer;Scott Joplin;m
"P!nk - What About Us (Cash Cash Remix).mp3";What About Us (Cash Cash Remix);P!nk;f
"Jessie Reyez - Figures.mp3";Figures;Jessie Reyez;f
"Khalid - Location.mp3";Location;Khalid;m
"Childish Gambino - Redbone.mp3";Redbone;Childish Gambino;m
"Chris Janson - Fix a Drink.mp3";Fix a Drink;Chris Janson;m
"Taylor Swift - You Belong With Me.mp3";You Belong With Me;Taylor Swift;F
"Niall Horan - Slow Hands.mp3";Slow Hands;Niall Horan;m
"Quincy Jones - Sanford and Son Theme (The Streetbeater).mp3";Sanford and Son Theme (The Streetbeater);Quincy Jones;m
"Miles Davis - So What.mp3";So What;Miles Davis;m
"The Notorious B.I.G. - Hypnotize.mp3";Hypnotize;The Notorious B.I.G.;m
"LEONA LEWIS - A MOMENT LIKE THIS.mp3";A MOMENT LIKE THIS;LEONA LEWIS;F
"Demi Lovato - Sorry Not Sorry.mp3";Sorry Not Sorry;Demi Lovato;f
"CHER - BELIEVE.mp3";BELIEVE;CHER;F
"Whitney Houston - My Love Is Your Love.mp3";My Love Is Your Love ;Whitney Houston;F
"Taylor Swift - Bad Blood.mp3";Bad Blood;Taylor Swift;F
"Frank Sinatra - Young At Heart.mp3";Young At Heart;Frank Sinatra;m
"Whitney Houston - Could I Have This Kiss Forever (& Enrique Iglesias).mp3";Could I Have This Kiss Forever (& Enrique Iglesias) ;Whitney Houston;F
"Shawn Mendes - There's Nothing Holdin' Me Back.mp3";There's Nothing Holdin' Me Back;Shawn Mendes;m
"Whitney Houston - I Believe in You and Me.mp3";I Believe in You and Me ;Whitney Houston;F
"Whitney Houston - When You Believe (& Mariah Carey).mp3";When You Believe (& Mariah Carey) ;Whitney Houston;F
"B.B. King - The Thrill Is Gone (1969 Single Version).mp3";The Thrill Is Gone (1969 Single Version);B.B. King;m
"Taylor Swift - The Way I Loved You.mp3";The Way I Loved You;Taylor Swift;F
"Van Morrison - Bring It On Home To Me.mp3";Bring It On Home To Me;Van Morrison;m
"Niall Horan - Too Much to Ask.mp3";Too Much to Ask;Niall Horan;m
"Khalid - 8TEEN.mp3";8TEEN;Khalid;m
"Whitney Houston - Didn't We Almost Have It All.mp3";Didn't We Almost Have It All ;Whitney Houston;F
"Jonny Lang - Make It Move.mp3";Make It Move;Jonny Lang;m
"Blake Shelton - I'll Name the Dogs.mp3";I'll Name the Dogs;Blake Shelton;m
"Tank - When We.mp3";When We;Tank;m
"Liam Payne - Strip That Down (feat. Quavo).mp3";Strip That Down (feat. Quavo);Liam Payne;m
"Quincy Jones - Just Once.mp3";Just Once;Quincy Jones;m
"Herbie Hancock - Rockit.mp3";Rockit;Herbie Hancock;m
"Sean Paul - No Lie (feat. Dua Lipa).mp3";No Lie (feat. Dua Lipa);Sean Paul;m
"Joe Bonamassa - Drive.mp3";Drive;Joe Bonamassa;m
"Jonathan Fritzen - Let It Go.mp3";Let It Go;Jonathan Fritzen;m
"LADY GAGA - POKER FACE.mp3";POKER FACE;LADY GAGA;F
"Thomas Rhett - Craving You (feat. Maren Morris).mp3";Craving You (feat. Maren Morris);Thomas Rhett;m
"Whitney Houston - It's Not Right, But It's OK.mp3";It's Not Right, But It's OK ;Whitney Houston;F
"Taylor Swift - Sweeter Than Fiction.mp3";Sweeter Than Fiction;Taylor Swift;F
"Whitney Houston - Greatest Love of All.mp3";Greatest Love of All ;Whitney Houston;F
"Taylor Swift - Mean.mp3";Mean;Taylor Swift;F
"BRITNEY SPEARS - ...BABY ONE MORE TIME.mp3";...BABY ONE MORE TIME;BRITNEY SPEARS;F
"NATALIE IMBRUGLIA - TORN.mp3";TORN;NATALIE IMBRUGLIA;F
"Ginuwine - Pony.mp3";Pony;Ginuwine;m
"Whitney Houston - Try It on My Own.mp3";Try It on My Own;Whitney Houston;F
"RIHANNA - ONLY GIRL - IN THE WORLD.mp3";ONLY GIRL - IN THE WORLD;RIHANNA;F
"Taylor Swift - Blank Space.mp3";Blank Space;Taylor Swift;F
"Camila Cabello - Havana (feat. Young Thug).mp3";Havana (feat. Young Thug);Camila Cabello;f
"Taylor Swift - Better Than Revenge.mp3";Better Than Revenge;Taylor Swift;F
"GLORIA GAYNOR - I WILL SURVIVE.mp3";I WILL SURVIVE;GLORIA GAYNOR;F
"The Weeknd - Can’t Feel My Face.mp3";Can't Feel My Face;The Weeknd;m
"Popcaan - El Chapo.mp3";El Chapo;Popcaan;m
"Chris Brown - Privacy.mp3";Privacy;Chris Brown;m
"Whitney Houston - I'm Your Baby Tonight.mp3";I'm Your Baby Tonight ;Whitney Houston;F
"WHIGFIELD - SATURDAY NIGHT.mp3";SATURDAY NIGHT;WHIGFIELD;F
"Skrillex - Scary Monsters and Nice Sprites.mp3";Scary Monsters and Nice Sprites;Skrillex;m
"Whitney Houston - All at Once.mp3";All at Once ;Whitney Houston;F
"Rustie - First Mythz.mp3";First Mythz;Rustie;m
"Chris Brown - Pills & Automobiles (feat. Yo Gotti, A Boogie wit da Hoodie & Kodak Black).mp3";Pills & Automobiles (feat. Yo Gotti, A Boogie wit da Hoodie & Kodak Black);Chris Brown;m
"Vybz Kartel - Fever.mp3";Fever;Vybz Kartel;m
"Taylor Swift - Gorgeous.mp3";Gorgeous;Taylor Swift;F
"Taylor Swift - Last Kiss.mp3";Last Kiss;Taylor Swift;F
"Kane Brown - What Ifs (feat. Lauren Alaina).mp3";What Ifs (feat. Lauren Alaina);Kane Brown;m
"SZA - Love Galore (feat. Travis Scott).mp3";Love Galore (feat. Travis Scott);SZA;f
"Whitney Houston - So Emotional.mp3";So Emotional ;Whitney Houston;F
"R.L. Burnside - Someday Baby.mp3";Someday Baby;R.L. Burnside;m
"Sam Smith - Too Good at Goodbyes.mp3";Too Good at Goodbyes;Sam Smith;m
"Madeon - Finale.mp3";Finale;Madeon;m
"The Weeknd - I Feel It Coming (feat. Daft Punk).mp3";I Feel It Coming (feat. Daft Punk);The Weeknd;m
"Taylor Swift - I Don't Wanna Live Forever.mp3";I Don't Wanna Live Forever;Taylor Swift;F
"Shaggy - It Wasn't Me (feat. Ricardo Ducent).mp3";It Wasn't Me (feat. Ricardo Ducent);Shaggy;m
"Maren Morris - I Could Use a Love Song.mp3";I Could Use a Love Song;Maren Morris;f
"LL Cool J - Mama Said Knock You Out.mp3";Mama Said Knock You Out;LL Cool J;m
"Luke Combs - When It Rains It Pours.mp3";When It Rains It Pours;Luke Combs;m
"Dua Lipa - New Rules.mp3";New Rules;Dua Lipa;f
"CELINE DION - MY HEART WILL GO ON.mp3";MY HEART WILL GO ON;CELINE DION;F
"Porter Robinson - Sad Machine.mp3";Sad Machine;Porter Robinson;m
"Etta James - At Last.mp3";At Last;Etta James;f
"Whitney Houston - I Will Always Love You.mp3";I Will Always Love You ;Whitney Houston;F
"ADELE - ROLLING IN THE DEEP.mp3";ROLLING IN THE DEEP;ADELE;F
"Charlie Puth - Attention.mp3";Attention;Charlie Puth;m
"ATOMIC KITTEN - WHOLE AGAIN.mp3";WHOLE AGAIN;ATOMIC KITTEN;F
"LADY GAGA - JUST DANCE.mp3";JUST DANCE;LADY GAGA;F
"Whitney Houston - I Know Him So Well (& Cissy Houston).mp3";I Know Him So Well (& Cissy Houston) ;Whitney Houston;F
"P!nk - What About Us.mp3";What About Us;P!nk;f
"Kid Cudi - Pursuit Of Happiness (Steve Aoki Remix).mp3";Pursuit Of Happiness (Steve Aoki Remix);Kid Cudi;m
"George Benson - Breezin'.mp3";Breezin';George Benson;m
"Walter Trout - Gonna Hurt Like Hell (feat. Kenny Wayne Shepherd).mp3";Gonna Hurt Like Hell (feat. Kenny Wayne Shepherd);Walter Trout;m
"The Notorious B.I.G. - Juicy.mp3";Juicy;The Notorious B.I.G.;m
"Miguel - Sky Walker (feat. Travis Scott).mp3";Sky Walker (feat. Travis Scott);Miguel;m
"Kane Brown - Found You.mp3";Found You;Kane Brown;m
"Taylor Swift - Picture to Burn.mp3";Picture to Burn;Taylor Swift;F
"SPICE GIRLS - SAY YOU'LL BE THERE.mp3";SAY YOU'LL BE THERE;SPICE GIRLS;F
"Marilyn Manson - WE KNOW WHERE YOU FUCKING LIVE.mp3";WE KNOW WHERE YOU FUCKING LIVE;Marilyn Manson;m
