File Name;Song Title;Author;Gender
"Whitney Houston - I Will Always Love You.mp3";I Will Always Love You ;Whitney Houston;F
"The Moldy Peaches - Anyone Else But You.mp3";Anyone Else But You;The Moldy Peaches;M+F
"Whitney Houston - I Know Him So Well (& Cissy Houston).mp3";I Know Him So Well (& Cissy Houston) ;Whitney Houston;F
"Whitney Houston - All the Man That I Need.mp3";All the Man That I Need ;Whitney Houston;F
"The Civil Wars - Falling.mp3";Falling;The Civil Wars;M+F
"Rustie - First Mythz.mp3";First Mythz;Rustie;m
"Queen - We Will Rock You.mp3";We Will Rock You;Queen;m+
"Whitney Houston - When You Believe (& Mariah Carey).mp3";When You Believe (& Mariah Carey) ;Whitney Houston;F
"BTS - dimple.mp3";dimple;BTS;m+
"The Chainsmokers - New York City.mp3";New York City;The Chainsmokers;M+
"Dorothy Moore - Misty Blue.mp3";Misty Blue;Dorothy Moore;f
"L.A.X. Gurlz - Forget You.mp3";Forget You;L.A.X. Gurlz;F+
"Foo Fighters - The Sky Is A Neighborhood.mp3";The Sky Is A Neighborhood;Foo Fighters;m+
"Ed Sheeran - Shape of You.mp3";Shape of You;Ed Sheeran;m
"Quincy Jones - Sanford and Son Theme (The Streetbeater).mp3";Sanford and Son Theme (The Streetbeater);Quincy Jones;m
"Tammy Wynette, George Jones - Golden Ring.mp3";Golden Ring;Tammy Wynette, George Jones;M+F
"Edward Sharpe, The Magnetic Zeros - Home.mp3";Home;Edward Sharpe, The Magnetic Zeros;M+F
"Shaggy - Boombastic.mp3";Boombastic;Shaggy;m
"ADELE - MAKE YOU FEEL MY LOVE.mp3";MAKE YOU FEEL MY LOVE;ADELE;F
"The Crystals - Da Doo Ron Ron.mp3";Da Doo Ron Ron;The Crystals;F+
"The Marvelettes - Please Mr. Postman.mp3";Please Mr. Postman;The Marvelettes;F+
"The Chainsmokers - All We Know.mp3";All We Know;The Chainsmokers;M+
"Inner Circle - Sweat (A La La La La Long).mp3";Sweat (A La La La La Long);Inner Circle;m+
"The Bloody Beetroots - Warp 1.9 (feat. Steve Aoki).mp3";Warp 1.9 (feat. Steve Aoki);The Bloody Beetroots;m+
"Expose - Come Go With Me.mp3";Come Go With Me;Exposé;F+
"Destiny's Child - Say My Name.mp3";Say My Name;Destiny's Child;F+
"Mary Jane Girls - All Night Long.mp3";All Night Long;Mary Jane Girls;F+
"Krewella - Enjoy the Ride.mp3";Enjoy the Ride;Krewella;f+
"Snow Patrol, Martha Wainwright - Set The Fire To The Third Bar.mp3";Set The Fire To The Third Bar;Snow Patrol, Martha Wainwright;M+F
"Blake Shelton, Ashley Monroe - Lonely Tonight.mp3";Lonely Tonight;Blake Shelton, Ashley Monroe;M+F
"LL Cool J - Rock the Bells.mp3";Rock the Bells;LL Cool J;m
"B'Witched - C'est La Vie.mp3";C'EST LA VIE;B'WITCHED;F
"Old Dominion - No Such Thing as a Broken Heart.mp3";No Such Thing as a Broken Heart;Old Dominion;m+
"En Vogue - Free Your Mind.mp3";Free Your Mind;En Vogue;F+
"Expose - Touch and Go.mp3";Touch and Go;Exposé;F+
"Imagine Dragons - Nothing Left to Say - Rocks.mp3";Nothing Left to Say / Rocks;Imagine Dragons;M+F
"Whitney Houston - Jesus Loves Me.mp3";Jesus Loves Me ;Whitney Houston;F
"The Chainsmokers - Bloodstream.mp3";Bloodstream;The Chainsmokers;M+
"Disturbed - The Sound of Silence.mp3";The Sound of Silence;Disturbed;m+
"John Coltrane, Duke Ellington - In a Sentimental Mood.mp3";In a Sentimental Mood;John Coltrane, Duke Ellington;m+
"Taylor Swift - Shake It Off.mp3";Shake It Off;Taylor Swift;F
"Kavinsky - Nightcall.mp3";Nightcall;Kavinsky;M+F
"Miranda Lambert - Tin Man.mp3";Tin Man;Miranda Lambert;f
"Bananarama - Robert De Niro's Waiting - Talking Italian.mp3";Robert De Niro's Waiting - Talking Italian;Bananarama;F+
"Cashmere Cat - Mirror Maru.mp3";Mirror Maru;Cashmere Cat;f
"Bryson Tiller - Run Me Dry.mp3";Run Me Dry;Bryson Tiller;m
"Evanescence - Bring Me To Life.mp3";Bring Me To Life;Evanescence;M+F
"Yellowcard - Hang You Up - Acoustic.mp3";Hang You Up - Acoustic;Yellowcard;M+F
"Expose - Point Of No Return (Remix).mp3";Point Of No Return (Remix);Exposé;F+
"The Tammys - Egyptian Shumba.mp3";Egyptian Shumba;The Tammys;F+
"Xscape - Who Can I Run To.mp3";Who Can I Run To;Xscape;F+
"Brett Young - In Case You Didn't Know.mp3";In Case You Didn't Know;Brett Young;m
"Grandmaster Flash, the Furious Five - The Message.mp3";The Message;Grandmaster Flash, the Furious Five;m+
"Sister Nancy - Bam Bam.mp3";Bam Bam;Sister Nancy;f
"EPMD - Strictly Business.mp3";Strictly Business;EPMD;m+
"Sam Hunt - Body Like a Back Road.mp3";Body Like a Back Road;Sam Hunt;m
"BTS - MIC Drop.mp3";MIC Drop;BTS;m+
"One Direction - Best Song Ever.mp3";Best Song Ever;One Direction;M+F
"The Three Degrees - When Will I See You Again.mp3";When Will I See You Again;The Three Degrees;F+
"The Shangri-Las - Leader of the Pack.mp3";Leader of the Pack;The Shangri-Las;F+
"The Chiffons - He's So Fine.mp3";He's So Fine;The Chiffons;F+
"Nat King Cole - When I Fall In Love.mp3";When I Fall In Love;Nat King Cole;m
"blackbear - do re mi.mp3";do re mi;blackbear;m
"Taylor Swift - Gorgeous.mp3";Gorgeous;Taylor Swift;F
"Whitney Houston - Could I Have This Kiss Forever (& Enrique Iglesias).mp3";Could I Have This Kiss Forever (& Enrique Iglesias) ;Whitney Houston;F
"George Benson - On Broadway.mp3";On Broadway;George Benson;m
"Eric B., Rakim - I Know You Got Soul.mp3";I Know You Got Soul;Eric B., Rakim;m+
"The Chainsmokers - Until You Were Gone.mp3";Until You Were Gone;The Chainsmokers;M+
"Charlie Puth - Attention.mp3";Attention;Charlie Puth;m
"Expose - I Think I'm in Trouble.mp3";I Think I'm in Trouble;Exposé;F+
"Usher - Yeah! (feat. Lil Jon & Ludacris).mp3";Yeah! (feat. Lil Jon & Ludacris);Usher;m
"Clint Black, Trisha Yearwood - When I Said I do.mp3";When I Said I do;Clint Black, Trisha Yearwood;M+F
"The Supremes - Stop! In the Name of Love.mp3";Stop! In the Name of Love;The Supremes;F+
"Sean Paul - No Lie (feat. Dua Lipa).mp3";No Lie (feat. Dua Lipa);Sean Paul;m
"Conway Twitty, Loretta Lyn - Louisiana Woman, Mississippi Man.mp3";Louisiana Woman, Mississippi Man;Conway Twitty, Loretta Lyn;M+F
"Lady Antebellum - Need You Now.mp3";Need You Now;Lady Antebellum;M+F
"Canned Heat - Let's Work Together.mp3";Let's Work Together;Canned Heat;m+
"Mary J. Blige, U2 - One - Radio Edit.mp3";One - Radio Edit;Mary J. Blige, U2;M+F
"Chris Young, Cassadee Pope - Think of You.mp3";Think of You;Chris Young, Cassadee Pope;M+F
"Jay Z, UGK - Big Pimpin'.mp3";Big Pimpin';Jay Z, UGK;m+
"Whitney Houston - Heartbreak Hotel (& Faith Evans, Kelly Price).mp3";Heartbreak Hotel (& Faith Evans, Kelly Price) ;Whitney Houston;F
"Frank Sinatra - My Way.mp3";My Way;Frank Sinatra;m
"Whitney Houston - I'm Your Baby Tonight.mp3";I'm Your Baby Tonight ;Whitney Houston;F
"Labelle - Lady Marmalade.mp3";Lady Marmalade;Labelle;F+
"Fifth Harmony - Sledgehammer.mp3";Sledgehammer;Fifth Harmony;F+
"Taylor Swift - Mean.mp3";Mean;Taylor Swift;F
"The Chainsmokers - Kanye - Don Diablo Remix.mp3";Kanye - Don Diablo Remix;The Chainsmokers;M+
"Eyes Set To Kill - The Secrets Between.mp3";The Secrets Between;Eyes Set To Kill;M+F
"James Ingram, Patti Austin, Quincy Jones - Baby, Come to Me.mp3";Baby, Come to Me;James Ingram, Patti Austin, Quincy Jones;M+F
"Us3 - Cantaloop (Flip Fantasia).mp3";Cantaloop (Flip Fantasia);Us3;m+
"TLC - Waterfalls.mp3";Waterfalls;TLC;F+
"Kevin Lyttle - Turn Me On.mp3";Turn Me On;Kevin Lyttle;m
"Louis Armstrong - A Kiss to Build a Dream On (Single Version).mp3";A Kiss to Build a Dream On (Single Version);Louis Armstrong;m
"Yellowcard - How I Go.mp3";How I Go;Yellowcard;M+F
"Porter Robinson, Madeon - Shelter (Slushii Remix).mp3";Shelter (Slushii Remix);Porter Robinson, Madeon;m+
"The Submarines - Shoelaces.mp3";Shoelaces;The Submarines;M+F
"Ed Sheeran - Perfect.mp3";Perfect;Ed Sheeran;m
"The Chiffons - One Fine Day.mp3";One Fine Day;The Chiffons;F+
"Dada Life - Kickout the Epic Motherfucker.mp3";Kickout the Epic Motherfucker;Dada Life;m+
"A Tribe Called Quest, Leaders of the New School - Scenario.mp3";Scenario;A Tribe Called Quest, Leaders of the New School;m+
"Ginuwine - Pony.mp3";Pony;Ginuwine;m
"Lizz Wright - Seems I’m Never Tired Lovin’ You.mp3";Seems I’m Never Tired Lovin’ You;Lizz Wright;f
"George Benson - This Masquerade.mp3";This Masquerade;George Benson;m
"Taylor Swift - I Knew You Were Trouble.mp3";I Knew You Were Trouble;Taylor Swift;F
"Brooks, Dunn, Reba McEntire - Cowgirls Don't Cry.mp3";Cowgirls Don’t Cry;Brooks, Dunn, Reba McEntire;M+F
"Expose - i'll say goodbye for the two of us.mp3";i'll say goodbye for the two of us;Exposé;F+
"Tim McGraw, Faith Hill - Its Your Love.mp3";It’s Your Love;Tim McGraw, Faith Hill;M+F
"Expose - Exposed to Love.mp3";Exposed to Love;Expose;F+
"Expose - Angel.mp3";Angel;Exposé;F+
"AJR, Louisa Johnson - Weak - feat. Louisa Johnson - Stay Strong Mix.mp3";Weak - feat. Louisa Johnson - Stay Strong Mix;AJR, Louisa Johnson;M+F
"The Sugababes - Freak Like Me.mp3";Freak Like Me;The Sugababes;F+
"Evanescence - Imperfection.mp3";Imperfection;Evanescence;M+F
"Expose - The Same Love.mp3";The Same Love;Exposé;F+
"Red Velvet - Dumb Dumb.mp3";Dumb Dumb;Red Velvet;F+
"K. Michelle - Either Way (feat. Chris Brown).mp3";Either Way (feat. Chris Brown);K. Michelle;f
"Imagine Dragons - Fallen.mp3";Fallen;Imagine Dragons;M+F
"James Arthur - Say You Won't Let Go.mp3";Say You Won't Let Go;James Arthur;m
"Major Lazer, DJ Snake - Lean On (feat. MØ).mp3";Lean On (feat. MØ);Major Lazer, DJ Snake;m+
"The Chainsmokers - Good Intentions.mp3";Good Intentions;The Chainsmokers;M+
"Mitch King - Coming Back.mp3";Coming Back;Mitch King;m
"The Paris Sisters - I Love How You Love Me.mp3";I Love How You Love Me;The Paris Sisters;F+
"Imagine Dragons - On Top of the World.mp3";On Top of the World;Imagine Dragons;M+F
"The Chainsmokers - It Won't Kill Ya.mp3";It Won't Kill Ya;The Chainsmokers;M+
"Afrika Bambaataa, the Soulsonic Force - Planet Rock.mp3";Planet Rock;Afrika Bambaataa, the Soulsonic Force;m+
"The Cab - Take My Hand [ Remix] [feat. Cassadee Pope].mp3";Take My Hand [ Remix] [feat. Cassadee Pope];The Cab;M+F
"The Submarines - Peace And Hate.mp3";Peace And Hate;The Submarines;M+F
"Glenn Miller, His Orchestra - Moonlight Serenade.mp3";Moonlight Serenade;Glenn Miller, His Orchestra;M+F
"Scott Bradlee's Postmodern Jukebox - Creep (feat. Haley Reinhart).mp3";Creep (feat. Haley Reinhart);Scott Bradlee's Postmodern Jukebox;M+F
"Jonathan Fritzen - Let It Go.mp3";Let It Go;Jonathan Fritzen;m
"Jacquees - B.E.D..mp3";B.E.D.;Jacquees;m
"P!nk - What About Us.mp3";What About Us;P!nk;f
"BTS - Intro- Serendipity.mp3";Intro- Serendipity;BTS;m+
"Survivor - Eye of the Tiger.mp3";Eye of the Tiger;Survivor;m+
"Flux Pavilion - Bass Cannon.mp3";Bass Cannon;Flux Pavilion;m
"Johnny Cash, Lynn Anderson - I've Been Everywhere.mp3";I’ve Been Everywhere;Johnny Cash, Lynn Anderson;M+F
"The Shangri-Las - Give Him a Great Big Kiss.mp3";Give Him a Great Big Kiss;The Shangri-Las;F+
"The Cookies - Don't Say Nothin' Bad - About My Baby.mp3";Don't Say Nothin' Bad - About My Baby;The Cookies;F+
"CARLY RAE JEPSEN - CALL ME MAYBE.mp3";CALL ME MAYBE;CARLY RAE JEPSEN;F
"TLC - No Scrubs.mp3";No Scrubs;TLC;F+
"Whitney Houston - How Will I Know.mp3";How Will I Know ;Whitney Houston;F
"Apollonia 6 - Sex Shooter.mp3";Sex Shooter;Apollonia 6;F+
"The Chainsmokers - Honest.mp3";Honest;The Chainsmokers;M+
"IRENE CARA - FAME.mp3";FAME;IRENE CARA;F
"Imagine Dragons - Tiptoe.mp3";Tiptoe;Imagine Dragons;M+F
"En Vogue - My Lovin' (You're Never Gonna Get It).mp3";My Lovin' (You're Never Gonna Get It);En Vogue;F+
"Zedd, Matthew Koma, Miriam Bryant - Find You.mp3";Find You;Zedd, Matthew Koma, Miriam Bryant;M+F
"George Benson - Turn Your Love Around.mp3";Turn Your Love Around;George Benson;m
"Taylor Swift - Picture to Burn.mp3";Picture to Burn;Taylor Swift;F
"I Prevail - Alone.mp3";Alone;I Prevail;m+
"Taylor Swift - The Way I Loved You.mp3";The Way I Loved You;Taylor Swift;F
"AC DC - You Shook Me All Night Long.mp3";You Shook Me All Night Long;AC DC;m+
"Martha, Vandellas - Heat Wave.mp3";Heat Wave;Martha, Vandellas;F+
"Girls' Generation - I Got a Boy.mp3";I Got a Boy;Girls' Generation;F+
"Martha, Vandellas - Dancing in the Street.mp3";Dancing in the Street;Martha, Vandellas;F+
"Las Vegas Big Band - It's Only You That I Love.mp3";It's Only You That I Love;Las Vegas Big Band;m+
"Eminem - Lose Yourself.mp3";Lose Yourself;Eminem;m
"Kane Brown - What Ifs (feat. Lauren Alaina).mp3";What Ifs (feat. Lauren Alaina);Kane Brown;m
"Wonder Girls - Nobody.mp3";Nobody;Wonder Girls;F+
"Expose - Wishing On A Star.mp3";Wishing On A Star;Exposé;F+
"The Ronettes - Baby I Love You.mp3";Baby I Love You;The Ronettes;F+
"One Direction - ONE THING.mp3";ONE THING;One Direction;M+F
"Seether, Amy Lee - Broken.mp3";Broken;Seether, Amy Lee;M+F
"The Pointer Sisters - Automatic.mp3";Automatic;The Pointer Sisters;F+
"REZZ - Edge.mp3";Edge;REZZ;f
"Electrik Red - So Good.mp3";So Good;Electrik Red;F+
"Joan Jett, The Blackhearts - I Love Rock 'N Roll.mp3";I Love Rock 'N Roll;Joan Jett, The Blackhearts;M+F
"Niall Horan - Too Much to Ask.mp3";Too Much to Ask;Niall Horan;m
"Silverstein, Lights - The End - feat. Lights.mp3";The End - feat. Lights;Silverstein, Lights;M+F
"Expose - Let Me Be The One.mp3";Let Me Be The One;Exposé;F+
"The Chainsmokers - Inside Out.mp3";Inside Out;The Chainsmokers;M+
"The Chainsmokers - Waterbed.mp3";Waterbed;The Chainsmokers;M+
"Whitney Houston - I Wanna Dance with Somebody.mp3";I Wanna Dance with Somebody ;Whitney Houston;F
"Chris Brown - Pills & Automobiles (feat. Yo Gotti, A Boogie wit da Hoodie & Kodak Black).mp3";Pills & Automobiles (feat. Yo Gotti, A Boogie wit da Hoodie & Kodak Black);Chris Brown;m
"Kanye West - Mercy (RL Grime & Salva Remix).mp3";Mercy (RL Grime & Salva Remix);Kanye West;m
"The Chainsmokers - Young.mp3";Young;The Chainsmokers;M+
"Liam Payne - Strip That Down (feat. Quavo).mp3";Strip That Down (feat. Quavo);Liam Payne;m
"Lafayette Gilchrist - Assume the Position.mp3";Assume the Position;Lafayette Gilchrist;m+
"Tank - When We.mp3";When We;Tank;m
"Kranium - Can't Believe (feat. Ty Dolla $ign & WizKid).mp3";Can't Believe (feat. Ty Dolla $ign & WizKid);Kranium;m
"Metallica - Enter Sandman.mp3";Enter Sandman;Metallica;m+
"Andra Day - Rise Up.mp3";Rise Up;Andra Day;f
"Shaun Reynolds, Laura Pringle - Stay.mp3";Stay;Shaun Reynolds, Laura Pringle;M+F
"The Shirelles - Mama Said.mp3";Mama Said;The Shirelles;F+
"Etta James - Stormy Weather.mp3";Stormy Weather;Etta James;f
"Fin.K.L. - Now.mp3";Now;Fin.K.L.;F+
"Niall Horan - Slow Hands.mp3";Slow Hands;Niall Horan;m
"The Pointer Sisters - Fire.mp3";Fire;The Pointer Sisters;F+
"Queen - Don't Stop Me Now.mp3";Don't Stop Me Now;Queen;m+
"Chris Stapleton - Tennessee Whiskey.mp3";Tennessee Whiskey;Chris Stapleton;m
"Ten Second Epic - Every Day.mp3";Every Day;Ten Second Epic;M+F
"One Direction - MORE THAN THIS.mp3";MORE THAN THIS;One Direction;M+F
"The Civil Wars - Barton Hollow.mp3";Barton Hollow;The Civil Wars;M+F
"Herbie Hancock - Rockit.mp3";Rockit;Herbie Hancock;m
"The Handsome Family - Far From Any Road.mp3";Far From Any Road;The Handsome Family;M+F
"Where My Girls At - 702.mp3";702;Where My Girls At;F+
"ADELE - ROLLING IN THE DEEP.mp3";ROLLING IN THE DEEP;ADELE;F
"Earth, Wind, Fire - September.mp3";September;Earth, Wind, Fire;m+
"Khalid - Young Dumb & Broke.mp3";Young Dumb & Broke;Khalid;m
"Marshmello - Alone.mp3";Alone;Marshmello;m
"Jonny Lang - Stronger Together.mp3";Stronger Together;Jonny Lang;m
"Frank Sinatra - Young At Heart.mp3";Young At Heart;Frank Sinatra;m
"Taylor Swift - Blank Space.mp3";Blank Space;Taylor Swift;F
"N.W.A - Straight Outta Compton.mp3";Straight Outta Compton;N.W.A;m+
"Richgirl - He Ain't Wit Me Now.mp3";He Ain't Wit Me Now;Richgirl;F+
"Expose - Your Baby Never Looked Good In Blue.mp3";Your Baby Never Looked Good In Blue;Exposé;F+
"SPICE GIRLS - 2 BECOME 1.mp3";2 BECOME 1;SPICE GIRLS;F
"The Shangri-Las - Remember - Walking in the Sand.mp3";Remember - Walking in the Sand;The Shangri-Las;F+
"MARIAH CAREY - ALL I WANT FOR CHRISTMAS IS YOU.mp3";ALL I WANT FOR CHRISTMAS IS YOU;MARIAH CAREY;F
"The Crystals - Then He Kissed Me.mp3";Then He Kissed Me;The Crystals;F+
"Pete Yorn, Scarlett Johansson - Wear and Tear.mp3";Wear and Tear;Pete Yorn, Scarlett Johansson;M+F
"The Jaynetts - Sally Go 'Round the Roses.mp3";Sally Go 'Round the Roses;The Jaynetts;F+
"The Submarines - Birds.mp3";Birds;The Submarines;M+F
"Whitney Houston - Love Will Save the Day.mp3";Love Will Save the Day ;Whitney Houston;F
"He Is We, Owl City - All About Us.mp3";All About Us;He Is We, Owl City;M+F
"B.B. King - The Thrill Is Gone (1969 Single Version).mp3";The Thrill Is Gone (1969 Single Version);B.B. King;m
"The Angels - My Boyfriend's Back.mp3";My Boyfriend's Back;The Angels;F+
"Train, Ashley Monroe - Bruises.mp3";Bruises;Train, Ashley Monroe;M+F
"LEONA LEWIS - A MOMENT LIKE THIS.mp3";A MOMENT LIKE THIS;LEONA LEWIS;F
"Etta James - At Last (Single Version).mp3";At Last (Single Version);Etta James;f
"One Direction - I SHOULD HAVE KISSED YOU.mp3";I SHOULD HAVE KISSED YOU;One Direction;M+F
"Expose - Give Me All Your Love.mp3";Give Me All Your Love;Exposé;F+
"The Chainsmokers - Until You Were Gone - Boehm Remix.mp3";Until You Were Gone - Boehm Remix;The Chainsmokers;M+
"Luke Bryan - Light It Up.mp3";Light It Up;Luke Bryan;m
"Dustin Lynch - Small Town Boy.mp3";Small Town Boy;Dustin Lynch;m
"Kenny Rodgers, Dolly Parton - Islands in the Stream.mp3";Islands in the Stream;Kenny Rodgers, Dolly Parton;M+F
"Midland - Drinkin' Problem.mp3";Drinkin' Problem;Midland;m+
"Play - I Must Not Chase the Boys.mp3";I Must Not Chase the Boys;Play;F+
"The Chainsmokers - #Selfie.mp3";#Selfie;The Chainsmokers;M+
"Imagine Dragons - Believer.mp3";Believer;Imagine Dragons;M+F
"Sweet Sensation - If Wishes Came True.mp3";If Wishes Came True;Sweet Sensation;F+
"CHRISTINA PERRI - JAR OF HEARTS.mp3";JAR OF HEARTS;CHRISTINA PERRI;F
"First Aid Kit - King of the World.mp3";King of the World;First Aid Kit;M+F
"JULIE COVINGTON - DON'T CRY FOR ME ARGENTINA.mp3";DON'T CRY FOR ME ARGENTINA;JULIE COVINGTON;F
"Taylor Swift - You Belong With Me.mp3";You Belong With Me;Taylor Swift;F
"Imagine Dragons - Every Night.mp3";Every Night;Imagine Dragons;M+F
"One Direction - GOTTA BE YOU.mp3";GOTTA BE YOU;One Direction;M+F
"All That Remains - The Thunder Rolls (Cover).mp3";The Thunder Rolls (Cover);All That Remains;M+F
"ADELE - SOMEONE LIKE YOU.mp3";SOMEONE LIKE YOU;ADELE;F
"Jessie Reyez - Figures.mp3";Figures;Jessie Reyez;f
"Miles Davis - So What.mp3";So What;Miles Davis;m
"We Are The In Crowd - Both Sides Of The Story.mp3";Both Sides Of The Story;We Are The In Crowd;M+F
"SZA - Love Galore (feat. Travis Scott).mp3";Love Galore (feat. Travis Scott);SZA;f
"Kesha - Praying.mp3";Praying;Kesha;f
"Run-DMC - Sucker M.C.'s.mp3";Sucker M.C.'s;Run-DMC;m+
"Common Kings - Cali Girl (feat. Don Corleon).mp3";Cali Girl (feat. Don Corleon);Common Kings;m+
"Craig Mack, Rampage, the Notorious B.I.G., LL Cool J, Busta Rhymes - Flava in Ya Ear (Remix).mp3";Flava in Ya Ear (Remix);Craig Mack, Rampage,  the Notorious B.I.G.,   LL Cool J,  Busta Rhymes;m+
"Whitney Houston - Didn't We Almost Have It All.mp3";Didn't We Almost Have It All ;Whitney Houston;F
"Etta James - At Last.mp3";At Last;Etta James;f
"Bob Marley, The Wailers - Redemption Song.mp3";Redemption Song;Bob Marley, The Wailers;m+
"The Chainsmokers - Setting Fires.mp3";Setting Fires;The Chainsmokers;M+
"Justice - D.A.N.C.E..mp3";D.A.N.C.E.;Justice;m+
"Joe Bonamassa, Beth Hart - I'd Rather Go Blind.mp3";I'd Rather Go Blind;Joe Bonamassa, Beth Hart;M+F
"Imagine Dragons - I Bet My Life.mp3";I Bet My Life;Imagine Dragons;M+F
"Justin Bieber, BloodPop - Friends.mp3";Friends;Justin Bieber, BloodPop®;m+
"Dillon Francis, Diplo - Que Que (feat. Maluca).mp3";Que Que (feat. Maluca);Dillon Francis, Diplo;m+
"ATOMIC KITTEN - WHOLE AGAIN.mp3";WHOLE AGAIN;ATOMIC KITTEN;F
"Camila Cabello - Havana (feat. Young Thug).mp3";Havana (feat. Young Thug);Camila Cabello;f
"Whitney Houston - So Emotional.mp3";So Emotional ;Whitney Houston;F
"Kelly Clarkson - Love So Soft.mp3";Love So Soft;Kelly Clarkson;f
"Pete Rock, C.L. Smooth - They Reminisce Over You (T.R.O.Y.).mp3";They Reminisce Over You (T.R.O.Y.);Pete Rock, C.L. Smooth;m+
"Walter Trout - Gonna Hurt Like Hell (feat. Kenny Wayne Shepherd).mp3";Gonna Hurt Like Hell (feat. Kenny Wayne Shepherd);Walter Trout;m
"One Direction - WHAT MAKES YOU BEAUTIFUL.mp3";WHAT MAKES YOU BEAUTIFUL;One Direction;M+F
"Spice Girls - Spice Up Your Life.mp3";Spice Up Your Life;Spice Girls;F+
"Vybz Kartel - Fever.mp3";Fever;Vybz Kartel;m
"Shaggy - Angel (feat. Rayvon).mp3";Angel (feat. Rayvon);Shaggy;m
"LANCO - Greatest Love Story.mp3";Greatest Love Story;LANCO;m+
"Vanity 6 - Nasty Girl.mp3";Nasty Girl;Vanity 6;F+
"Khalid - Another Sad Love Song.mp3";Another Sad Love Song;Khalid;m
