File Name;Song Title;Author;Gender
"Imagine Dragons - Fallen.mp3";Fallen;Imagine Dragons;M+F
"James Arthur - Say You Won't Let Go.mp3";Say You Won't Let Go;James Arthur;m
"Major Lazer, DJ Snake - Lean On (feat. MØ).mp3";Lean On (feat. MØ);Major Lazer, DJ Snake;m+
"The Chainsmokers - Good Intentions.mp3";Good Intentions;The Chainsmokers;M+
"Mitch King - Coming Back.mp3";Coming Back;Mitch King;m
"The Paris Sisters - I Love How You Love Me.mp3";I Love How You Love Me;The Paris Sisters;F+
"Imagine Dragons - On Top of the World.mp3";On Top of the World;Imagine Dragons;M+F
"The Chainsmokers - It Won't Kill Ya.mp3";It Won't Kill Ya;The Chainsmokers;M+
"Afrika Bambaataa, the Soulsonic Force - Planet Rock.mp3";Planet Rock;Afrika Bambaataa, the Soulsonic Force;m+
"The Cab - Take My Hand [ Remix] [feat. Cassadee Pope].mp3";Take My Hand [ Remix] [feat. Cassadee Pope];The Cab;M+F
"The Submarines - Peace And Hate.mp3";Peace And Hate;The Submarines;M+F
"Glenn Miller, His Orchestra - Moonlight Serenade.mp3";Moonlight Serenade;Glenn Miller, His Orchestra;M+F
"Scott Bradlee's Postmodern Jukebox - Creep (feat. Haley Reinhart).mp3";Creep (feat. Haley Reinhart);Scott Bradlee's Postmodern Jukebox;M+F
"Jonathan Fritzen - Let It Go.mp3";Let It Go;Jonathan Fritzen;m
"Jacquees - B.E.D..mp3";B.E.D.;Jacquees;m
"P!nk - What About Us.mp3";What About Us;P!nk;f
"BTS - Intro- Serendipity.mp3";Intro- Serendipity;BTS;m+
"Survivor - Eye of the Tiger.mp3";Eye of the Tiger;Survivor;m+
"Flux Pavilion - Bass Cannon.mp3";Bass Cannon;Flux Pavilion;m
"Johnny Cash, Lynn Anderson - I've Been Everywhere.mp3";I’ve Been Everywhere;Johnny Cash, Lynn Anderson;M+F
"The Shangri-Las - Give Him a Great Big Kiss.mp3";Give Him a Great Big Kiss;The Shangri-Las;F+
"The Cookies - Don't Say Nothin' Bad - About My Baby.mp3";Don't Say Nothin' Bad - About My Baby;The Cookies;F+
"CARLY RAE JEPSEN - CALL ME MAYBE.mp3";CALL ME MAYBE;CARLY RAE JEPSEN;F
"TLC - No Scrubs.mp3";No Scrubs;TLC;F+
"Whitney Houston - How Will I Know.mp3";How Will I Know ;Whitney Houston;F
"Apollonia 6 - Sex Shooter.mp3";Sex Shooter;Apollonia 6;F+
"The Chainsmokers - Honest.mp3";Honest;The Chainsmokers;M+
"IRENE CARA - FAME.mp3";FAME;IRENE CARA;F
"Imagine Dragons - Tiptoe.mp3";Tiptoe;Imagine Dragons;M+F
"En Vogue - My Lovin' (You're Never Gonna Get It).mp3";My Lovin' (You're Never Gonna Get It);En Vogue;F+
"Zedd, Matthew Koma, Miriam Bryant - Find You.mp3";Find You;Zedd, Matthew Koma, Miriam Bryant;M+F
"George Benson - Turn Your Love Around.mp3";Turn Your Love Around;George Benson;m
"Taylor Swift - Picture to Burn.mp3";Picture to Burn;Taylor Swift;F
"I Prevail - Alone.mp3";Alone;I Prevail;m+
"Taylor Swift - The Way I Loved You.mp3";The Way I Loved You;Taylor Swift;F
"AC DC - You Shook Me All Night Long.mp3";You Shook Me All Night Long;AC DC;m+
"Martha, Vandellas - Heat Wave.mp3";Heat Wave;Martha, Vandellas;F+
"Girls' Generation - I Got a Boy.mp3";I Got a Boy;Girls' Generation;F+
"Martha, Vandellas - Dancing in the Street.mp3";Dancing in the Street;Martha, Vandellas;F+
"Las Vegas Big Band - It's Only You That I Love.mp3";It's Only You That I Love;Las Vegas Big Band;m+
"Eminem - Lose Yourself.mp3";Lose Yourself;Eminem;m
"Kane Brown - What Ifs (feat. Lauren Alaina).mp3";What Ifs (feat. Lauren Alaina);Kane Brown;m
"Wonder Girls - Nobody.mp3";Nobody;Wonder Girls;F+
"Expose - Wishing On A Star.mp3";Wishing On A Star;Exposé;F+
"The Ronettes - Baby I Love You.mp3";Baby I Love You;The Ronettes;F+
"One Direction - ONE THING.mp3";ONE THING;One Direction;M+F
"Seether, Amy Lee - Broken.mp3";Broken;Seether, Amy Lee;M+F
"The Pointer Sisters - Automatic.mp3";Automatic;The Pointer Sisters;F+
"REZZ - Edge.mp3";Edge;REZZ;f
"Electrik Red - So Good.mp3";So Good;Electrik Red;F+
"Joan Jett, The Blackhearts - I Love Rock 'N Roll.mp3";I Love Rock 'N Roll;Joan Jett, The Blackhearts;M+F
"Niall Horan - Too Much to Ask.mp3";Too Much to Ask;Niall Horan;m
"Silverstein, Lights - The End - feat. Lights.mp3";The End - feat. Lights;Silverstein, Lights;M+F
"Expose - Let Me Be The One.mp3";Let Me Be The One;Exposé;F+
"The Chainsmokers - Inside Out.mp3";Inside Out;The Chainsmokers;M+
"The Chainsmokers - Waterbed.mp3";Waterbed;The Chainsmokers;M+
"Whitney Houston - I Wanna Dance with Somebody.mp3";I Wanna Dance with Somebody ;Whitney Houston;F
"Chris Brown - Pills & Automobiles (feat. Yo Gotti, A Boogie wit da Hoodie & Kodak Black).mp3";Pills & Automobiles (feat. Yo Gotti, A Boogie wit da Hoodie & Kodak Black);Chris Brown;m
"Kanye West - Mercy (RL Grime & Salva Remix).mp3";Mercy (RL Grime & Salva Remix);Kanye West;m
"The Chainsmokers - Young.mp3";Young;The Chainsmokers;M+
"Liam Payne - Strip That Down (feat. Quavo).mp3";Strip That Down (feat. Quavo);Liam Payne;m
"Lafayette Gilchrist - Assume the Position.mp3";Assume the Position;Lafayette Gilchrist;m+
"Tank - When We.mp3";When We;Tank;m
"Kranium - Can't Believe (feat. Ty Dolla $ign & WizKid).mp3";Can't Believe (feat. Ty Dolla $ign & WizKid);Kranium;m
"Metallica - Enter Sandman.mp3";Enter Sandman;Metallica;m+
"Andra Day - Rise Up.mp3";Rise Up;Andra Day;f
"Shaun Reynolds, Laura Pringle - Stay.mp3";Stay;Shaun Reynolds, Laura Pringle;M+F
"The Shirelles - Mama Said.mp3";Mama Said;The Shirelles;F+
"Etta James - Stormy Weather.mp3";Stormy Weather;Etta James;f
"Fin.K.L. - Now.mp3";Now;Fin.K.L.;F+
"Niall Horan - Slow Hands.mp3";Slow Hands;Niall Horan;m
"The Pointer Sisters - Fire.mp3";Fire;The Pointer Sisters;F+
"Queen - Don't Stop Me Now.mp3";Don't Stop Me Now;Queen;m+
"Chris Stapleton - Tennessee Whiskey.mp3";Tennessee Whiskey;Chris Stapleton;m
"Ten Second Epic - Every Day.mp3";Every Day;Ten Second Epic;M+F
"One Direction - MORE THAN THIS.mp3";MORE THAN THIS;One Direction;M+F
"The Civil Wars - Barton Hollow.mp3";Barton Hollow;The Civil Wars;M+F
"Herbie Hancock - Rockit.mp3";Rockit;Herbie Hancock;m
"The Handsome Family - Far From Any Road.mp3";Far From Any Road;The Handsome Family;M+F
"Where My Girls At - 702.mp3";702;Where My Girls At;F+
"ADELE - ROLLING IN THE DEEP.mp3";ROLLING IN THE DEEP;ADELE;F
"Earth, Wind, Fire - September.mp3";September;Earth, Wind, Fire;m+
"Khalid - Young Dumb & Broke.mp3";Young Dumb & Broke;Khalid;m
"Marshmello - Alone.mp3";Alone;Marshmello;m
"Jonny Lang - Stronger Together.mp3";Stronger Together;Jonny Lang;m
"Frank Sinatra - Young At Heart.mp3";Young At Heart;Frank Sinatra;m
"Taylor Swift - Blank Space.mp3";Blank Space;Taylor Swift;F
"N.W.A - Straight Outta Compton.mp3";Straight Outta Compton;N.W.A;m+
"Richgirl - He Ain't Wit Me Now.mp3";He Ain't Wit Me Now;Richgirl;F+
"Expose - Your Baby Never Looked Good In Blue.mp3";Your Baby Never Looked Good In Blue;Exposé;F+
"SPICE GIRLS - 2 BECOME 1.mp3";2 BECOME 1;SPICE GIRLS;F
"The Shangri-Las - Remember - Walking in the Sand.mp3";Remember - Walking in the Sand;The Shangri-Las;F+
"MARIAH CAREY - ALL I WANT FOR CHRISTMAS IS YOU.mp3";ALL I WANT FOR CHRISTMAS IS YOU;MARIAH CAREY;F
"The Crystals - Then He Kissed Me.mp3";Then He Kissed Me;The Crystals;F+
"Pete Yorn, Scarlett Johansson - Wear and Tear.mp3";Wear and Tear;Pete Yorn, Scarlett Johansson;M+F
"The Jaynetts - Sally Go 'Round the Roses.mp3";Sally Go 'Round the Roses;The Jaynetts;F+
"The Submarines - Birds.mp3";Birds;The Submarines;M+F
"Whitney Houston - Love Will Save the Day.mp3";Love Will Save the Day ;Whitney Houston;F
"He Is We, Owl City - All About Us.mp3";All About Us;He Is We, Owl City;M+F
"B.B. King - The Thrill Is Gone (1969 Single Version).mp3";The Thrill Is Gone (1969 Single Version);B.B. King;m
"The Angels - My Boyfriend's Back.mp3";My Boyfriend's Back;The Angels;F+
"Train, Ashley Monroe - Bruises.mp3";Bruises;Train, Ashley Monroe;M+F
"LEONA LEWIS - A MOMENT LIKE THIS.mp3";A MOMENT LIKE THIS;LEONA LEWIS;F
"Etta James - At Last (Single Version).mp3";At Last (Single Version);Etta James;f
"One Direction - I SHOULD HAVE KISSED YOU.mp3";I SHOULD HAVE KISSED YOU;One Direction;M+F
"Expose - Give Me All Your Love.mp3";Give Me All Your Love;Exposé;F+
"The Chainsmokers - Until You Were Gone - Boehm Remix.mp3";Until You Were Gone - Boehm Remix;The Chainsmokers;M+
"Luke Bryan - Light It Up.mp3";Light It Up;Luke Bryan;m
"Dustin Lynch - Small Town Boy.mp3";Small Town Boy;Dustin Lynch;m
"Kenny Rodgers, Dolly Parton - Islands in the Stream.mp3";Islands in the Stream;Kenny Rodgers, Dolly Parton;M+F
"Midland - Drinkin' Problem.mp3";Drinkin' Problem;Midland;m+
"Play - I Must Not Chase the Boys.mp3";I Must Not Chase the Boys;Play;F+
"The Chainsmokers - #Selfie.mp3";#Selfie;The Chainsmokers;M+
"Imagine Dragons - Believer.mp3";Believer;Imagine Dragons;M+F
"Sweet Sensation - If Wishes Came True.mp3";If Wishes Came True;Sweet Sensation;F+
"CHRISTINA PERRI - JAR OF HEARTS.mp3";JAR OF HEARTS;CHRISTINA PERRI;F
"First Aid Kit - King of the World.mp3";King of the World;First Aid Kit;M+F
"JULIE COVINGTON - DON'T CRY FOR ME ARGENTINA.mp3";DON'T CRY FOR ME ARGENTINA;JULIE COVINGTON;F
"Taylor Swift - You Belong With Me.mp3";You Belong With Me;Taylor Swift;F
"Imagine Dragons - Every Night.mp3";Every Night;Imagine Dragons;M+F
"One Direction - GOTTA BE YOU.mp3";GOTTA BE YOU;One Direction;M+F
"All That Remains - The Thunder Rolls (Cover).mp3";The Thunder Rolls (Cover);All That Remains;M+F
"ADELE - SOMEONE LIKE YOU.mp3";SOMEONE LIKE YOU;ADELE;F
"Jessie Reyez - Figures.mp3";Figures;Jessie Reyez;f
"Miles Davis - So What.mp3";So What;Miles Davis;m
"We Are The In Crowd - Both Sides Of The Story.mp3";Both Sides Of The Story;We Are The In Crowd;M+F
"SZA - Love Galore (feat. Travis Scott).mp3";Love Galore (feat. Travis Scott);SZA;f
"Kesha - Praying.mp3";Praying;Kesha;f
"Run-DMC - Sucker M.C.'s.mp3";Sucker M.C.'s;Run-DMC;m+
"Common Kings - Cali Girl (feat. Don Corleon).mp3";Cali Girl (feat. Don Corleon);Common Kings;m+
"Craig Mack, Rampage, the Notorious B.I.G., LL Cool J, Busta Rhymes - Flava in Ya Ear (Remix).mp3";Flava in Ya Ear (Remix);Craig Mack, Rampage,  the Notorious B.I.G.,   LL Cool J,  Busta Rhymes;m+
"Whitney Houston - Didn't We Almost Have It All.mp3";Didn't We Almost Have It All ;Whitney Houston;F
"Etta James - At Last.mp3";At Last;Etta James;f
"Bob Marley, The Wailers - Redemption Song.mp3";Redemption Song;Bob Marley, The Wailers;m+
"The Chainsmokers - Setting Fires.mp3";Setting Fires;The Chainsmokers;M+
"Justice - D.A.N.C.E..mp3";D.A.N.C.E.;Justice;m+
"Joe Bonamassa, Beth Hart - I'd Rather Go Blind.mp3";I'd Rather Go Blind;Joe Bonamassa, Beth Hart;M+F
"Imagine Dragons - I Bet My Life.mp3";I Bet My Life;Imagine Dragons;M+F
"Justin Bieber, BloodPop - Friends.mp3";Friends;Justin Bieber, BloodPop®;m+
"Dillon Francis, Diplo - Que Que (feat. Maluca).mp3";Que Que (feat. Maluca);Dillon Francis, Diplo;m+
"ATOMIC KITTEN - WHOLE AGAIN.mp3";WHOLE AGAIN;ATOMIC KITTEN;F
"Camila Cabello - Havana (feat. Young Thug).mp3";Havana (feat. Young Thug);Camila Cabello;f
"Whitney Houston - So Emotional.mp3";So Emotional ;Whitney Houston;F
"Kelly Clarkson - Love So Soft.mp3";Love So Soft;Kelly Clarkson;f
"Pete Rock, C.L. Smooth - They Reminisce Over You (T.R.O.Y.).mp3";They Reminisce Over You (T.R.O.Y.);Pete Rock, C.L. Smooth;m+
"Walter Trout - Gonna Hurt Like Hell (feat. Kenny Wayne Shepherd).mp3";Gonna Hurt Like Hell (feat. Kenny Wayne Shepherd);Walter Trout;m
"One Direction - WHAT MAKES YOU BEAUTIFUL.mp3";WHAT MAKES YOU BEAUTIFUL;One Direction;M+F
"Spice Girls - Spice Up Your Life.mp3";Spice Up Your Life;Spice Girls;F+
"Vybz Kartel - Fever.mp3";Fever;Vybz Kartel;m
"Shaggy - Angel (feat. Rayvon).mp3";Angel (feat. Rayvon);Shaggy;m
"LANCO - Greatest Love Story.mp3";Greatest Love Story;LANCO;m+
"Vanity 6 - Nasty Girl.mp3";Nasty Girl;Vanity 6;F+
"Khalid - Another Sad Love Song.mp3";Another Sad Love Song;Khalid;m
"Taylor Swift - Dear John.mp3";Dear John;Taylor Swift;F
"Expose - Come Go With Me (1987).mp3";Come Go With Me (1987);Exposé;F+
"Wilson Phillips - Impulsive.mp3";Impulsive;Wilson Phillips;F+
"Khalid - Location.mp3";Location;Khalid;m
"Taylor Swift - Last Kiss.mp3";Last Kiss;Taylor Swift;F
"Imagine Dragons - Shots.mp3";Shots;Imagine Dragons;M+F
"Taylor Swift - We Are Never Ever Getting Back Together.mp3";We Are Never Ever Getting Back Together;Taylor Swift;F
"Fleetwood Mac - The Chain.mp3";The Chain;Fleetwood Mac;M+F
"The All-American Rejects - Another Heart Calls.mp3";Another Heart Calls;The All-American Rejects;M+F
"Dierks Bentley, Elle King - Different for Girls.mp3";Different for Girls;Dierks Bentley, Elle King;M+F
"Swimming With Dolphins - Holiday.mp3";Holiday;Swimming With Dolphins;M+F
"Prophets of Rage - Living on the 110.mp3";Living on the 110;Prophets of Rage;m+
"Eagles - Hotel California.mp3";Hotel California;Eagles;m+
"Imagine Dragons - Battle Cry.mp3";Battle Cry;Imagine Dragons;M+F
"RIHANNA - ONLY GIRL - IN THE WORLD.mp3";ONLY GIRL - IN THE WORLD;RIHANNA;F
"Brett Young - Like I Loved You.mp3";Like I Loved You;Brett Young;m
"King Floyd - Groove Me.mp3";Groove Me;King Floyd;m
"The Chainsmokers - The One.mp3";The One;The Chainsmokers;M+
"GLORIA GAYNOR - I WILL SURVIVE.mp3";I WILL SURVIVE;GLORIA GAYNOR;F
"Destiny's Child - Independent Women - Part I.mp3";Independent Women - Part I;Destiny's Child;F+
"Taylor Swift - White Horse.mp3";White Horse;Taylor Swift;F
"R.L. Burnside - Someday Baby.mp3";Someday Baby;R.L. Burnside;m
"44 - Make You Smile.mp3";Make You Smile;44;M+F
"Expose - Come Go With Me (Extended Mix).mp3";Come Go With Me (Extended Mix);Exposé;F+
"LL Cool J - Mama Said Knock You Out.mp3";Mama Said Knock You Out;LL Cool J;m
"The Chainsmokers - Don't Let Me Down.mp3";Don't Let Me Down;The Chainsmokers;M+
"Kane Brown - Found You.mp3";Found You;Kane Brown;m
"Coldplay, Rihanna - Princess of China.mp3";Princess of China;Coldplay, Rihanna;M+F
"Taylor Swift - New Romantics.mp3";New Romantics;Taylor Swift;F
"Geto Boys - Mind Playing Tricks on Me.mp3";Mind Playing Tricks on Me;Geto Boys;m+
"Little Big Town - When Someone Stops Loving You.mp3";When Someone Stops Loving You;Little Big Town;M+F
"The Pointer Sisters - I'm So Excited.mp3";I'm So Excited;The Pointer Sisters;F+
"The Crystals - He's a Rebel.mp3";He's a Rebel;The Crystals;F+
"SPICE GIRLS - WANNABE.mp3";WANNABE;SPICE GIRLS;F
"Billie Holiday - I'll Be Seeing You.mp3";I'll Be Seeing You;Billie Holiday;f
"Expose - Seasons Change.mp3";Seasons Change;Exposé;F+
"Thomas Rhett - Unforgettable.mp3";Unforgettable;Thomas Rhett;m
"Wu-Tang Clan - C.R.E.A.M..mp3";C.R.E.A.M.;Wu-Tang Clan;m+
"Kenny Chesney - All the Pretty Girls.mp3";All the Pretty Girls;Kenny Chesney;m
"Daniel Caesar - Best Part (feat. H.E.R.).mp3";Best Part (feat. H.E.R.);Daniel Caesar;m
"The Notorious B.I.G. - Hypnotize.mp3";Hypnotize;The Notorious B.I.G.;m
"deadmau5 - Raise Your Weapon.mp3";Raise Your Weapon;deadmau5;m
"CHER - BELIEVE.mp3";BELIEVE;CHER;F
"The Cover Girls - Show Me.mp3";Show Me;The Cover Girls;F+
"Expose - You Don't Know What You Got.mp3";You Don't Know What You Got;Exposé;F+
"Shawn Mendes - There's Nothing Holdin' Me Back.mp3";There's Nothing Holdin' Me Back;Shawn Mendes;m
"Expose - Tell Me Why.mp3";Tell Me Why;Exposé;F+
"Imagine Dragons - Radioactive.mp3";Radioactive;Imagine Dragons;M+F
"George Benson - Breezin'.mp3";Breezin';George Benson;m
"Taylor Swift - Welcome to New York.mp3";Welcome to New York;Taylor Swift;F
"Taylor Swift - Better Than Revenge.mp3";Better Than Revenge;Taylor Swift;F
"Imagine Dragons - Warriors.mp3";Warriors;Imagine Dragons;M+F
"Eden's Crush - Get Over Yourself.mp3";Get Over Yourself;Eden's Crush;F+
"50 Cent - In Da Club.mp3";In Da Club;50 Cent;m
"Taylor Swift - All You Had to Do Was Stay.mp3";All You Had to Do Was Stay;Taylor Swift;F
"Susan Tedeschi - Angel from Montgomery (Live).mp3";Angel from Montgomery (Live);Susan Tedeschi;f
"Klymaxx - Meeting in the Ladies' Room.mp3";Meeting in the Ladies' Room;Klymaxx;F+
"BTS - Best of Me.mp3";Best of Me;BTS;m+
"Lil Jon - Outta Your Mind (feat. LMFAO).mp3";Outta Your Mind (feat. LMFAO);Lil Jon;m
"Damian Jr. Gong Marley - Medication (feat. Stephen Marley).mp3";Medication (feat. Stephen Marley);"Damian ""Jr. Gong"" Marley";m
"Nothing More - Go to War.mp3";Go to War;Nothing More;m+
"Taylor Swift - ...Ready For It .mp3";...Ready For It?;Taylor Swift;f
"Taylor Swift - Haunted.mp3";Haunted;Taylor Swift;F
"Chris Brown - Questions.mp3";Questions;Chris Brown;m
"Whitney Houston - One Moment in Time.mp3";One Moment in Time ;Whitney Houston;F
"Kranium - We Can (feat. Tory Lanez).mp3";We Can (feat. Tory Lanez);Kranium;m
"Herb Alpert, The Tijuana Brass - Spanish Flea.mp3";Spanish Flea;Herb Alpert, The Tijuana Brass;f+
"The Blossoms - That's When the Tears Start.mp3";That's When the Tears Start;The Blossoms;F+
"Journey - Don't Stop Believin'.mp3";Don't Stop Believin';Journey;m+
"The Civil Wars - I've Got This Friend.mp3";I’ve Got This Friend;The Civil Wars;M+F
"The Pussycat Dolls - Stickwitu.mp3";Stickwitu;The Pussycat Dolls;F+
"Whitney Houston - Greatest Love of All.mp3";Greatest Love of All ;Whitney Houston;F
"UB40 - Red Red Wine (12'' Version).mp3";Red Red Wine (12'' Version);UB40;m+
"Doug E. Fresh, Slick Rick - La-Di-Da-Di.mp3";La-Di-Da-Di;Doug E. Fresh, Slick Rick;m+
"Shaggy - Angel.mp3";Angel;Shaggy;m
"Avril Lavigne, Chad Kroeger - Let Me Go.mp3";Let Me Go;Avril Lavigne, Chad Kroeger;M+F
"Queen - Bohemian Rhapsody.mp3";Bohemian Rhapsody;Queen;m+
"Marilyn Manson - WE KNOW WHERE YOU FUCKING LIVE.mp3";WE KNOW WHERE YOU FUCKING LIVE;Marilyn Manson;m
"The Chainsmokers - Wake Up Alone.mp3";Wake Up Alone;The Chainsmokers;M+
"Taylor Swift - Wildest Dreams.mp3";Wildest Dreams;Taylor Swift;F
"Owl City, Carly Rae Jepsen - Good Time.mp3";Good Time;Owl City, Carly Rae Jepsen;M+F
"Expose - when i looked at him.mp3";when i looked at him;Exposé;F+
"The Chainsmokers - Break Up Every Night.mp3";Break Up Every Night;The Chainsmokers;M+
"Taylor Swift - Look What You Made Me Do.mp3";Look What You Made Me Do;Taylor Swift;f
"LADY GAGA - BAD ROMANCE.mp3";BAD ROMANCE;LADY GAGA;F
"Tim McGraw, Taylor Swift - Highway Dont Care.mp3";Highway Don’t Care;Tim McGraw, Taylor Swift;M+F
"Brothers Osborne - It Ain't My Fault.mp3";It Ain't My Fault;Brothers Osborne;m+
"Taylor Swift - Love Story.mp3";Love Story;Taylor Swift;F
"Canned Heat - On the Road Again.mp3";On the Road Again;Canned Heat;m+
"Brownstone - If You Love Me.mp3";If You Love Me;Brownstone;F+
"Sam Smith - Too Good at Goodbyes.mp3";Too Good at Goodbyes;Sam Smith;m
"Yoav - Where Is My Mind.mp3";Where Is My Mind;Yoav;M+F
"Luke Combs - Hurricane.mp3";Hurricane;Luke Combs;m
"Destiny's Child - Survivor.mp3";Survivor;Destiny's Child;F+
"Of Monsters, Men - Mountain Sound.mp3";Mountain Sound;Of Monsters, Men;M+F
"Seth MacFarlane - If I Had a Talking Picture of You (feat. Norah Jones).mp3";If I Had a Talking Picture of You (feat. Norah Jones);Seth MacFarlane;m
"Toto - Africa.mp3";Africa;Toto;m+
"Luke Combs - When It Rains It Pours.mp3";When It Rains It Pours;Luke Combs;m
"The Emotions - Best of My Love.mp3";Best of My Love;The Emotions;F+
"G.R.L - Ugly Heart.mp3";Ugly Heart;G.R.L;F+
"The Chantels - Maybe.mp3";Maybe;The Chantels;F+
"John Lee Hooker - Boom Boom.mp3";Boom Boom;John Lee Hooker;m
"Khalid - 8TEEN.mp3";8TEEN;Khalid;m
"The Supremes - Love Is Like an Itching in My Heart.mp3";Love Is Like an Itching in My Heart;The Supremes;F+
"John Legend - All of Me.mp3";All of Me;John Legend;m
"The Chainsmokers - Last Day Alive.mp3";Last Day Alive;The Chainsmokers;M+
"Expose - Exposed to Love.mp3";Exposed to Love;Exposé;F+
"Rob Base, DJ E-Z Rock - It Takes Two.mp3";It Takes Two;Rob Base, DJ E-Z Rock;m+
"ZAYN - Dusk Till Dawn (feat. Sia).mp3";Dusk Till Dawn (feat. Sia);ZAYN;m
"One Direction - ANOTHER WORLD.mp3";ANOTHER WORLD;One Direction;M+F
"Kenny Wayne Shepherd Band - Baby Got Gone.mp3";Baby Got Gone;Kenny Wayne Shepherd Band;m
"Bananarama - Cruel Summer.mp3";Cruel Summer;Bananarama;F+
"Whitney Houston - I Have Nothing.mp3";I Have Nothing ;Whitney Houston;F
"The Chainsmokers - Let You Go - Mix Show Edit.mp3";Let You Go - Mix Show Edit;The Chainsmokers;M+
"Chris Stapleton - Broken Halos.mp3";Broken Halos;Chris Stapleton;m
"SZA - The Weekend.mp3";The Weekend;SZA;f
"Public Enemy - Rebel Without a Pause.mp3";Rebel Without a Pause;Public Enemy;m+
"Kid Rock - Picture (feat. Sheryl Crow).mp3";Picture (feat. Sheryl Crow);Kid Rock;m+
"Thompson Square - Are You Gonna Kiss Me or Not.mp3";Are You Gonna Kiss Me or Not;Thompson Square;M+F
"Expose - What You Don't Know.mp3";What You Don't Know;Exposé;F+
"RIHANNA - DIAMONDS.mp3";DIAMONDS;RIHANNA;F
"Canned Heat - Goin' Up the Country.mp3";Goin' Up the Country;Canned Heat;m+
"Expose - Blue Accident.mp3";Blue Accident;Exposé;F+
"One Direction - Diana.mp3";Diana;One Direction;M+F
"KYLIE MINOGUE - CAN'T GET YOU OUT OF MY HEAD.mp3";CAN'T GET YOU OUT OF MY HEAD;KYLIE MINOGUE;F
"Whitney Houston - All at Once.mp3";All at Once ;Whitney Houston;F
"Quincy Jones - Just Once.mp3";Just Once;Quincy Jones;m
"Wayne Wonder - No Letting Go.mp3";No Letting Go;Wayne Wonder;m
"Little Mix - Move.mp3";Move;Little Mix;F+
