File Name;Song Title;Author;Gender
"ALL SAINTS - NEVER EVER.mp3";NEVER EVER;ALL SAINTS;s
"Avicii - Levels.mp3";Levels;Avicii;s
"BTS - Pied Piper.mp3";Pied Piper;BTS;m
"Imagine Dragons - Monster.mp3";Monster;Imagine Dragons;m
"Taylor Swift - Bad Blood.mp3";Bad Blood;Taylor Swift;s
"Little Mix - Black Magic.mp3";Black Magic;Little Mix;m
"Whitney Houston - I'm Every Woman.mp3";I'm Every Woman ;Whitney Houston;s
"Madeon - Finale.mp3";Finale;Madeon;s
"DONNA SUMMER - I FEEL LOVE.mp3";I FEEL LOVE;DONNA SUMMER;s
"Porter Robinson - Sad Machine.mp3";Sad Machine;Porter Robinson;s
"Expose - Point Of No Return (Extended Version).mp3";Point Of No Return (Extended Version);Exposé;m
"Louis Armstrong, Ella Fitzgerald - Summertime.mp3";Summertime;Louis Armstrong, Ella Fitzgerald;m
"Whitney Houston - I Will Always Love You.mp3";I Will Always Love You ;Whitney Houston;s
"The Moldy Peaches - Anyone Else But You.mp3";Anyone Else But You;The Moldy Peaches;m
"Whitney Houston - I Know Him So Well (& Cissy Houston).mp3";I Know Him So Well (& Cissy Houston) ;Whitney Houston;s
"Whitney Houston - All the Man That I Need.mp3";All the Man That I Need ;Whitney Houston;s
"The Civil Wars - Falling.mp3";Falling;The Civil Wars;m
"Rustie - First Mythz.mp3";First Mythz;Rustie;s
"Queen - We Will Rock You.mp3";We Will Rock You;Queen;m
"Whitney Houston - When You Believe (& Mariah Carey).mp3";When You Believe (& Mariah Carey) ;Whitney Houston;s
"BTS - dimple.mp3";dimple;BTS;m
"The Chainsmokers - New York City.mp3";New York City;The Chainsmokers;m
"Dorothy Moore - Misty Blue.mp3";Misty Blue;Dorothy Moore;s
"L.A.X. Gurlz - Forget You.mp3";Forget You;L.A.X. Gurlz;m
"Foo Fighters - The Sky Is A Neighborhood.mp3";The Sky Is A Neighborhood;Foo Fighters;m
"Ed Sheeran - Shape of You.mp3";Shape of You;Ed Sheeran;s
"Quincy Jones - Sanford and Son Theme (The Streetbeater).mp3";Sanford and Son Theme (The Streetbeater);Quincy Jones;s
"Tammy Wynette, George Jones - Golden Ring.mp3";Golden Ring;Tammy Wynette, George Jones;m
"Edward Sharpe, The Magnetic Zeros - Home.mp3";Home;Edward Sharpe, The Magnetic Zeros;m
"Shaggy - Boombastic.mp3";Boombastic;Shaggy;s
"ADELE - MAKE YOU FEEL MY LOVE.mp3";MAKE YOU FEEL MY LOVE;ADELE;s
"The Crystals - Da Doo Ron Ron.mp3";Da Doo Ron Ron;The Crystals;m
"The Marvelettes - Please Mr. Postman.mp3";Please Mr. Postman;The Marvelettes;m
"The Chainsmokers - All We Know.mp3";All We Know;The Chainsmokers;m
"Inner Circle - Sweat (A La La La La Long).mp3";Sweat (A La La La La Long);Inner Circle;m
"The Bloody Beetroots - Warp 1.9 (feat. Steve Aoki).mp3";Warp 1.9 (feat. Steve Aoki);The Bloody Beetroots;m
"Expose - Come Go With Me.mp3";Come Go With Me;Exposé;m
"Destiny's Child - Say My Name.mp3";Say My Name;Destiny's Child;m
"Mary Jane Girls - All Night Long.mp3";All Night Long;Mary Jane Girls;m
"Krewella - Enjoy the Ride.mp3";Enjoy the Ride;Krewella;m
"Snow Patrol, Martha Wainwright - Set The Fire To The Third Bar.mp3";Set The Fire To The Third Bar;Snow Patrol, Martha Wainwright;m
"Blake Shelton, Ashley Monroe - Lonely Tonight.mp3";Lonely Tonight;Blake Shelton, Ashley Monroe;m
"LL Cool J - Rock the Bells.mp3";Rock the Bells;LL Cool J;s
"B'Witched - C'est La Vie.mp3";C'EST LA VIE;B'WITCHED;s
"Old Dominion - No Such Thing as a Broken Heart.mp3";No Such Thing as a Broken Heart;Old Dominion;m
"En Vogue - Free Your Mind.mp3";Free Your Mind;En Vogue;m
"Expose - Touch and Go.mp3";Touch and Go;Exposé;m
"Imagine Dragons - Nothing Left to Say - Rocks.mp3";Nothing Left to Say / Rocks;Imagine Dragons;m
"Whitney Houston - Jesus Loves Me.mp3";Jesus Loves Me ;Whitney Houston;s
"The Chainsmokers - Bloodstream.mp3";Bloodstream;The Chainsmokers;m
"Disturbed - The Sound of Silence.mp3";The Sound of Silence;Disturbed;m
"John Coltrane, Duke Ellington - In a Sentimental Mood.mp3";In a Sentimental Mood;John Coltrane, Duke Ellington;m
"Taylor Swift - Shake It Off.mp3";Shake It Off;Taylor Swift;s
"Kavinsky - Nightcall.mp3";Nightcall;Kavinsky;m
"Miranda Lambert - Tin Man.mp3";Tin Man;Miranda Lambert;s
"Bananarama - Robert De Niro's Waiting - Talking Italian.mp3";Robert De Niro's Waiting - Talking Italian;Bananarama;m
"Cashmere Cat - Mirror Maru.mp3";Mirror Maru;Cashmere Cat;s
"Bryson Tiller - Run Me Dry.mp3";Run Me Dry;Bryson Tiller;s
"Evanescence - Bring Me To Life.mp3";Bring Me To Life;Evanescence;m
"Yellowcard - Hang You Up - Acoustic.mp3";Hang You Up - Acoustic;Yellowcard;m
"Expose - Point Of No Return (Remix).mp3";Point Of No Return (Remix);Exposé;m
"The Tammys - Egyptian Shumba.mp3";Egyptian Shumba;The Tammys;m
"Xscape - Who Can I Run To.mp3";Who Can I Run To;Xscape;m
"Brett Young - In Case You Didn't Know.mp3";In Case You Didn't Know;Brett Young;s
"Grandmaster Flash, the Furious Five - The Message.mp3";The Message;Grandmaster Flash, the Furious Five;m
"Sister Nancy - Bam Bam.mp3";Bam Bam;Sister Nancy;s
"EPMD - Strictly Business.mp3";Strictly Business;EPMD;m
"Sam Hunt - Body Like a Back Road.mp3";Body Like a Back Road;Sam Hunt;s
"BTS - MIC Drop.mp3";MIC Drop;BTS;m
"One Direction - Best Song Ever.mp3";Best Song Ever;One Direction;m
"The Three Degrees - When Will I See You Again.mp3";When Will I See You Again;The Three Degrees;m
"The Shangri-Las - Leader of the Pack.mp3";Leader of the Pack;The Shangri-Las;m
"The Chiffons - He's So Fine.mp3";He's So Fine;The Chiffons;m
"Nat King Cole - When I Fall In Love.mp3";When I Fall In Love;Nat King Cole;s
"blackbear - do re mi.mp3";do re mi;blackbear;s
"Taylor Swift - Gorgeous.mp3";Gorgeous;Taylor Swift;s
"Whitney Houston - Could I Have This Kiss Forever (& Enrique Iglesias).mp3";Could I Have This Kiss Forever (& Enrique Iglesias) ;Whitney Houston;s
"George Benson - On Broadway.mp3";On Broadway;George Benson;s
"Eric B., Rakim - I Know You Got Soul.mp3";I Know You Got Soul;Eric B., Rakim;m
"The Chainsmokers - Until You Were Gone.mp3";Until You Were Gone;The Chainsmokers;m
"Charlie Puth - Attention.mp3";Attention;Charlie Puth;s
"Expose - I Think I'm in Trouble.mp3";I Think I'm in Trouble;Exposé;m
"Usher - Yeah! (feat. Lil Jon & Ludacris).mp3";Yeah! (feat. Lil Jon & Ludacris);Usher;s
"Clint Black, Trisha Yearwood - When I Said I do.mp3";When I Said I do;Clint Black, Trisha Yearwood;m
"The Supremes - Stop! In the Name of Love.mp3";Stop! In the Name of Love;The Supremes;m
"Sean Paul - No Lie (feat. Dua Lipa).mp3";No Lie (feat. Dua Lipa);Sean Paul;s
"Conway Twitty, Loretta Lyn - Louisiana Woman, Mississippi Man.mp3";Louisiana Woman, Mississippi Man;Conway Twitty, Loretta Lyn;m
"Lady Antebellum - Need You Now.mp3";Need You Now;Lady Antebellum;m
"Canned Heat - Let's Work Together.mp3";Let's Work Together;Canned Heat;m
"Mary J. Blige, U2 - One - Radio Edit.mp3";One - Radio Edit;Mary J. Blige, U2;m
"Chris Young, Cassadee Pope - Think of You.mp3";Think of You;Chris Young, Cassadee Pope;m
"Jay Z, UGK - Big Pimpin'.mp3";Big Pimpin';Jay Z, UGK;m
"Whitney Houston - Heartbreak Hotel (& Faith Evans, Kelly Price).mp3";Heartbreak Hotel (& Faith Evans, Kelly Price) ;Whitney Houston;s
"Frank Sinatra - My Way.mp3";My Way;Frank Sinatra;s
"Whitney Houston - I'm Your Baby Tonight.mp3";I'm Your Baby Tonight ;Whitney Houston;s
"Labelle - Lady Marmalade.mp3";Lady Marmalade;Labelle;m
"Fifth Harmony - Sledgehammer.mp3";Sledgehammer;Fifth Harmony;m
"Taylor Swift - Mean.mp3";Mean;Taylor Swift;s
"The Chainsmokers - Kanye - Don Diablo Remix.mp3";Kanye - Don Diablo Remix;The Chainsmokers;m
"Eyes Set To Kill - The Secrets Between.mp3";The Secrets Between;Eyes Set To Kill;m
"James Ingram, Patti Austin, Quincy Jones - Baby, Come to Me.mp3";Baby, Come to Me;James Ingram, Patti Austin, Quincy Jones;m
"Us3 - Cantaloop (Flip Fantasia).mp3";Cantaloop (Flip Fantasia);Us3;m
"TLC - Waterfalls.mp3";Waterfalls;TLC;m
"Kevin Lyttle - Turn Me On.mp3";Turn Me On;Kevin Lyttle;s
"Louis Armstrong - A Kiss to Build a Dream On (Single Version).mp3";A Kiss to Build a Dream On (Single Version);Louis Armstrong;s
"Yellowcard - How I Go.mp3";How I Go;Yellowcard;m
"Porter Robinson, Madeon - Shelter (Slushii Remix).mp3";Shelter (Slushii Remix);Porter Robinson, Madeon;m
"The Submarines - Shoelaces.mp3";Shoelaces;The Submarines;m
"Ed Sheeran - Perfect.mp3";Perfect;Ed Sheeran;s
"The Chiffons - One Fine Day.mp3";One Fine Day;The Chiffons;m
"Dada Life - Kickout the Epic Motherfucker.mp3";Kickout the Epic Motherfucker;Dada Life;m
"A Tribe Called Quest, Leaders of the New School - Scenario.mp3";Scenario;A Tribe Called Quest, Leaders of the New School;m
"Ginuwine - Pony.mp3";Pony;Ginuwine;s
"Lizz Wright - Seems I’m Never Tired Lovin’ You.mp3";Seems I’m Never Tired Lovin’ You;Lizz Wright;s
"George Benson - This Masquerade.mp3";This Masquerade;George Benson;s
"Taylor Swift - I Knew You Were Trouble.mp3";I Knew You Were Trouble;Taylor Swift;s
"Brooks, Dunn, Reba McEntire - Cowgirls Don't Cry.mp3";Cowgirls Don’t Cry;Brooks, Dunn, Reba McEntire;m
"Expose - i'll say goodbye for the two of us.mp3";i'll say goodbye for the two of us;Exposé;m
"Tim McGraw, Faith Hill - Its Your Love.mp3";It’s Your Love;Tim McGraw, Faith Hill;m
"Expose - Exposed to Love.mp3";Exposed to Love;Expose;m
"Expose - Angel.mp3";Angel;Exposé;m
"AJR, Louisa Johnson - Weak - feat. Louisa Johnson - Stay Strong Mix.mp3";Weak - feat. Louisa Johnson - Stay Strong Mix;AJR, Louisa Johnson;m
"The Sugababes - Freak Like Me.mp3";Freak Like Me;The Sugababes;m
"Evanescence - Imperfection.mp3";Imperfection;Evanescence;m
"Expose - The Same Love.mp3";The Same Love;Exposé;m
"Red Velvet - Dumb Dumb.mp3";Dumb Dumb;Red Velvet;m
"K. Michelle - Either Way (feat. Chris Brown).mp3";Either Way (feat. Chris Brown);K. Michelle;s
"Imagine Dragons - Fallen.mp3";Fallen;Imagine Dragons;m
"James Arthur - Say You Won't Let Go.mp3";Say You Won't Let Go;James Arthur;s
"Major Lazer, DJ Snake - Lean On (feat. MØ).mp3";Lean On (feat. MØ);Major Lazer, DJ Snake;m
"The Chainsmokers - Good Intentions.mp3";Good Intentions;The Chainsmokers;m
"Mitch King - Coming Back.mp3";Coming Back;Mitch King;s
"The Paris Sisters - I Love How You Love Me.mp3";I Love How You Love Me;The Paris Sisters;m
"Imagine Dragons - On Top of the World.mp3";On Top of the World;Imagine Dragons;m
"The Chainsmokers - It Won't Kill Ya.mp3";It Won't Kill Ya;The Chainsmokers;m
"Afrika Bambaataa, the Soulsonic Force - Planet Rock.mp3";Planet Rock;Afrika Bambaataa, the Soulsonic Force;m
"The Cab - Take My Hand [ Remix] [feat. Cassadee Pope].mp3";Take My Hand [ Remix] [feat. Cassadee Pope];The Cab;m
"The Submarines - Peace And Hate.mp3";Peace And Hate;The Submarines;m
"Glenn Miller, His Orchestra - Moonlight Serenade.mp3";Moonlight Serenade;Glenn Miller, His Orchestra;m
"Scott Bradlee's Postmodern Jukebox - Creep (feat. Haley Reinhart).mp3";Creep (feat. Haley Reinhart);Scott Bradlee's Postmodern Jukebox;m
"Jonathan Fritzen - Let It Go.mp3";Let It Go;Jonathan Fritzen;s
"Jacquees - B.E.D..mp3";B.E.D.;Jacquees;s
"P!nk - What About Us.mp3";What About Us;P!nk;s
"BTS - Intro- Serendipity.mp3";Intro- Serendipity;BTS;m
"Survivor - Eye of the Tiger.mp3";Eye of the Tiger;Survivor;m
"Flux Pavilion - Bass Cannon.mp3";Bass Cannon;Flux Pavilion;s
"Johnny Cash, Lynn Anderson - I've Been Everywhere.mp3";I’ve Been Everywhere;Johnny Cash, Lynn Anderson;m
"The Shangri-Las - Give Him a Great Big Kiss.mp3";Give Him a Great Big Kiss;The Shangri-Las;m
"The Cookies - Don't Say Nothin' Bad - About My Baby.mp3";Don't Say Nothin' Bad - About My Baby;The Cookies;m
"CARLY RAE JEPSEN - CALL ME MAYBE.mp3";CALL ME MAYBE;CARLY RAE JEPSEN;s
"TLC - No Scrubs.mp3";No Scrubs;TLC;m
"Whitney Houston - How Will I Know.mp3";How Will I Know ;Whitney Houston;s
"Apollonia 6 - Sex Shooter.mp3";Sex Shooter;Apollonia 6;m
"The Chainsmokers - Honest.mp3";Honest;The Chainsmokers;m
"IRENE CARA - FAME.mp3";FAME;IRENE CARA;s
"Imagine Dragons - Tiptoe.mp3";Tiptoe;Imagine Dragons;m
"En Vogue - My Lovin' (You're Never Gonna Get It).mp3";My Lovin' (You're Never Gonna Get It);En Vogue;m
"Zedd, Matthew Koma, Miriam Bryant - Find You.mp3";Find You;Zedd, Matthew Koma, Miriam Bryant;m
"George Benson - Turn Your Love Around.mp3";Turn Your Love Around;George Benson;s
"Taylor Swift - Picture to Burn.mp3";Picture to Burn;Taylor Swift;s
"I Prevail - Alone.mp3";Alone;I Prevail;m
"Taylor Swift - The Way I Loved You.mp3";The Way I Loved You;Taylor Swift;s
"AC DC - You Shook Me All Night Long.mp3";You Shook Me All Night Long;AC DC;m
"Martha, Vandellas - Heat Wave.mp3";Heat Wave;Martha, Vandellas;m
"Girls' Generation - I Got a Boy.mp3";I Got a Boy;Girls' Generation;m
"Martha, Vandellas - Dancing in the Street.mp3";Dancing in the Street;Martha, Vandellas;m
"Las Vegas Big Band - It's Only You That I Love.mp3";It's Only You That I Love;Las Vegas Big Band;m
"Eminem - Lose Yourself.mp3";Lose Yourself;Eminem;s
"Kane Brown - What Ifs (feat. Lauren Alaina).mp3";What Ifs (feat. Lauren Alaina);Kane Brown;s
"Wonder Girls - Nobody.mp3";Nobody;Wonder Girls;m
"Expose - Wishing On A Star.mp3";Wishing On A Star;Exposé;m
"The Ronettes - Baby I Love You.mp3";Baby I Love You;The Ronettes;m
"One Direction - ONE THING.mp3";ONE THING;One Direction;m
"Seether, Amy Lee - Broken.mp3";Broken;Seether, Amy Lee;m
"The Pointer Sisters - Automatic.mp3";Automatic;The Pointer Sisters;m
"REZZ - Edge.mp3";Edge;REZZ;s
"Electrik Red - So Good.mp3";So Good;Electrik Red;m
"Joan Jett, The Blackhearts - I Love Rock 'N Roll.mp3";I Love Rock 'N Roll;Joan Jett, The Blackhearts;m
"Niall Horan - Too Much to Ask.mp3";Too Much to Ask;Niall Horan;s
"Silverstein, Lights - The End - feat. Lights.mp3";The End - feat. Lights;Silverstein, Lights;m
"Expose - Let Me Be The One.mp3";Let Me Be The One;Exposé;m
"The Chainsmokers - Inside Out.mp3";Inside Out;The Chainsmokers;m
"The Chainsmokers - Waterbed.mp3";Waterbed;The Chainsmokers;m
"Whitney Houston - I Wanna Dance with Somebody.mp3";I Wanna Dance with Somebody ;Whitney Houston;s
"Chris Brown - Pills & Automobiles (feat. Yo Gotti, A Boogie wit da Hoodie & Kodak Black).mp3";Pills & Automobiles (feat. Yo Gotti, A Boogie wit da Hoodie & Kodak Black);Chris Brown;s
"Kanye West - Mercy (RL Grime & Salva Remix).mp3";Mercy (RL Grime & Salva Remix);Kanye West;s
"The Chainsmokers - Young.mp3";Young;The Chainsmokers;m
"Liam Payne - Strip That Down (feat. Quavo).mp3";Strip That Down (feat. Quavo);Liam Payne;s
"Lafayette Gilchrist - Assume the Position.mp3";Assume the Position;Lafayette Gilchrist;m
"Tank - When We.mp3";When We;Tank;s
"Kranium - Can't Believe (feat. Ty Dolla $ign & WizKid).mp3";Can't Believe (feat. Ty Dolla $ign & WizKid);Kranium;s
"Metallica - Enter Sandman.mp3";Enter Sandman;Metallica;m
"Andra Day - Rise Up.mp3";Rise Up;Andra Day;s
"Shaun Reynolds, Laura Pringle - Stay.mp3";Stay;Shaun Reynolds, Laura Pringle;m
"The Shirelles - Mama Said.mp3";Mama Said;The Shirelles;m
"Etta James - Stormy Weather.mp3";Stormy Weather;Etta James;s
"Fin.K.L. - Now.mp3";Now;Fin.K.L.;m
"Niall Horan - Slow Hands.mp3";Slow Hands;Niall Horan;s
"The Pointer Sisters - Fire.mp3";Fire;The Pointer Sisters;m
"Queen - Don't Stop Me Now.mp3";Don't Stop Me Now;Queen;m
"Chris Stapleton - Tennessee Whiskey.mp3";Tennessee Whiskey;Chris Stapleton;s
"Ten Second Epic - Every Day.mp3";Every Day;Ten Second Epic;m
"One Direction - MORE THAN THIS.mp3";MORE THAN THIS;One Direction;m
"The Civil Wars - Barton Hollow.mp3";Barton Hollow;The Civil Wars;m
"Herbie Hancock - Rockit.mp3";Rockit;Herbie Hancock;s
"The Handsome Family - Far From Any Road.mp3";Far From Any Road;The Handsome Family;m
"Where My Girls At - 702.mp3";702;Where My Girls At;m
"ADELE - ROLLING IN THE DEEP.mp3";ROLLING IN THE DEEP;ADELE;s
"Earth, Wind, Fire - September.mp3";September;Earth, Wind, Fire;m
"Khalid - Young Dumb & Broke.mp3";Young Dumb & Broke;Khalid;s
"Marshmello - Alone.mp3";Alone;Marshmello;s
"Jonny Lang - Stronger Together.mp3";Stronger Together;Jonny Lang;s
"Frank Sinatra - Young At Heart.mp3";Young At Heart;Frank Sinatra;s
"Taylor Swift - Blank Space.mp3";Blank Space;Taylor Swift;s
"N.W.A - Straight Outta Compton.mp3";Straight Outta Compton;N.W.A;m
"Richgirl - He Ain't Wit Me Now.mp3";He Ain't Wit Me Now;Richgirl;m
"Expose - Your Baby Never Looked Good In Blue.mp3";Your Baby Never Looked Good In Blue;Exposé;m
"SPICE GIRLS - 2 BECOME 1.mp3";2 BECOME 1;SPICE GIRLS;s
"The Shangri-Las - Remember - Walking in the Sand.mp3";Remember - Walking in the Sand;The Shangri-Las;m
"MARIAH CAREY - ALL I WANT FOR CHRISTMAS IS YOU.mp3";ALL I WANT FOR CHRISTMAS IS YOU;MARIAH CAREY;s
"The Crystals - Then He Kissed Me.mp3";Then He Kissed Me;The Crystals;m
"Pete Yorn, Scarlett Johansson - Wear and Tear.mp3";Wear and Tear;Pete Yorn, Scarlett Johansson;m
"The Jaynetts - Sally Go 'Round the Roses.mp3";Sally Go 'Round the Roses;The Jaynetts;m
"The Submarines - Birds.mp3";Birds;The Submarines;m
"Whitney Houston - Love Will Save the Day.mp3";Love Will Save the Day ;Whitney Houston;s
"He Is We, Owl City - All About Us.mp3";All About Us;He Is We, Owl City;m
"B.B. King - The Thrill Is Gone (1969 Single Version).mp3";The Thrill Is Gone (1969 Single Version);B.B. King;s
"The Angels - My Boyfriend's Back.mp3";My Boyfriend's Back;The Angels;m
"Train, Ashley Monroe - Bruises.mp3";Bruises;Train, Ashley Monroe;m
"LEONA LEWIS - A MOMENT LIKE THIS.mp3";A MOMENT LIKE THIS;LEONA LEWIS;s
"Etta James - At Last (Single Version).mp3";At Last (Single Version);Etta James;s
"One Direction - I SHOULD HAVE KISSED YOU.mp3";I SHOULD HAVE KISSED YOU;One Direction;m
"Expose - Give Me All Your Love.mp3";Give Me All Your Love;Exposé;m
"The Chainsmokers - Until You Were Gone - Boehm Remix.mp3";Until You Were Gone - Boehm Remix;The Chainsmokers;m
"Luke Bryan - Light It Up.mp3";Light It Up;Luke Bryan;s
"Dustin Lynch - Small Town Boy.mp3";Small Town Boy;Dustin Lynch;s
"Kenny Rodgers, Dolly Parton - Islands in the Stream.mp3";Islands in the Stream;Kenny Rodgers, Dolly Parton;m
"Midland - Drinkin' Problem.mp3";Drinkin' Problem;Midland;m
"Play - I Must Not Chase the Boys.mp3";I Must Not Chase the Boys;Play;m
"The Chainsmokers - #Selfie.mp3";#Selfie;The Chainsmokers;m
"Imagine Dragons - Believer.mp3";Believer;Imagine Dragons;m
"Sweet Sensation - If Wishes Came True.mp3";If Wishes Came True;Sweet Sensation;m
"CHRISTINA PERRI - JAR OF HEARTS.mp3";JAR OF HEARTS;CHRISTINA PERRI;s
"First Aid Kit - King of the World.mp3";King of the World;First Aid Kit;m
"JULIE COVINGTON - DON'T CRY FOR ME ARGENTINA.mp3";DON'T CRY FOR ME ARGENTINA;JULIE COVINGTON;s
"Taylor Swift - You Belong With Me.mp3";You Belong With Me;Taylor Swift;s
"Imagine Dragons - Every Night.mp3";Every Night;Imagine Dragons;m
"One Direction - GOTTA BE YOU.mp3";GOTTA BE YOU;One Direction;m
"All That Remains - The Thunder Rolls (Cover).mp3";The Thunder Rolls (Cover);All That Remains;m
"ADELE - SOMEONE LIKE YOU.mp3";SOMEONE LIKE YOU;ADELE;s
"Jessie Reyez - Figures.mp3";Figures;Jessie Reyez;s
"Miles Davis - So What.mp3";So What;Miles Davis;s
"We Are The In Crowd - Both Sides Of The Story.mp3";Both Sides Of The Story;We Are The In Crowd;m
"SZA - Love Galore (feat. Travis Scott).mp3";Love Galore (feat. Travis Scott);SZA;s
"Kesha - Praying.mp3";Praying;Kesha;s
"Run-DMC - Sucker M.C.'s.mp3";Sucker M.C.'s;Run-DMC;m
"Common Kings - Cali Girl (feat. Don Corleon).mp3";Cali Girl (feat. Don Corleon);Common Kings;m
"Craig Mack, Rampage, the Notorious B.I.G., LL Cool J, Busta Rhymes - Flava in Ya Ear (Remix).mp3";Flava in Ya Ear (Remix);Craig Mack, Rampage,  the Notorious B.I.G.,   LL Cool J,  Busta Rhymes;m
"Whitney Houston - Didn't We Almost Have It All.mp3";Didn't We Almost Have It All ;Whitney Houston;s
"Etta James - At Last.mp3";At Last;Etta James;s
"Bob Marley, The Wailers - Redemption Song.mp3";Redemption Song;Bob Marley, The Wailers;m
"The Chainsmokers - Setting Fires.mp3";Setting Fires;The Chainsmokers;m
"Justice - D.A.N.C.E..mp3";D.A.N.C.E.;Justice;m
"Joe Bonamassa, Beth Hart - I'd Rather Go Blind.mp3";I'd Rather Go Blind;Joe Bonamassa, Beth Hart;m
"Imagine Dragons - I Bet My Life.mp3";I Bet My Life;Imagine Dragons;m
"Justin Bieber, BloodPop - Friends.mp3";Friends;Justin Bieber, BloodPop®;m
"Dillon Francis, Diplo - Que Que (feat. Maluca).mp3";Que Que (feat. Maluca);Dillon Francis, Diplo;m
"ATOMIC KITTEN - WHOLE AGAIN.mp3";WHOLE AGAIN;ATOMIC KITTEN;s
"Camila Cabello - Havana (feat. Young Thug).mp3";Havana (feat. Young Thug);Camila Cabello;s
"Whitney Houston - So Emotional.mp3";So Emotional ;Whitney Houston;s
"Kelly Clarkson - Love So Soft.mp3";Love So Soft;Kelly Clarkson;s
"Pete Rock, C.L. Smooth - They Reminisce Over You (T.R.O.Y.).mp3";They Reminisce Over You (T.R.O.Y.);Pete Rock, C.L. Smooth;m
"Walter Trout - Gonna Hurt Like Hell (feat. Kenny Wayne Shepherd).mp3";Gonna Hurt Like Hell (feat. Kenny Wayne Shepherd);Walter Trout;s
"One Direction - WHAT MAKES YOU BEAUTIFUL.mp3";WHAT MAKES YOU BEAUTIFUL;One Direction;m
"Spice Girls - Spice Up Your Life.mp3";Spice Up Your Life;Spice Girls;m
"Vybz Kartel - Fever.mp3";Fever;Vybz Kartel;s
"Shaggy - Angel (feat. Rayvon).mp3";Angel (feat. Rayvon);Shaggy;s
"LANCO - Greatest Love Story.mp3";Greatest Love Story;LANCO;m
"Vanity 6 - Nasty Girl.mp3";Nasty Girl;Vanity 6;m
"Khalid - Another Sad Love Song.mp3";Another Sad Love Song;Khalid;s
"Taylor Swift - Dear John.mp3";Dear John;Taylor Swift;s
"Expose - Come Go With Me (1987).mp3";Come Go With Me (1987);Exposé;m
"Wilson Phillips - Impulsive.mp3";Impulsive;Wilson Phillips;m
"Khalid - Location.mp3";Location;Khalid;s
"Taylor Swift - Last Kiss.mp3";Last Kiss;Taylor Swift;s
"Imagine Dragons - Shots.mp3";Shots;Imagine Dragons;m
"Taylor Swift - We Are Never Ever Getting Back Together.mp3";We Are Never Ever Getting Back Together;Taylor Swift;s
