"Kane Brown - What Ifs (feat. Lauren Alaina).mp3";What Ifs (feat. Lauren Alaina);Kane Brown;Country
"Sam Hunt - Body Like a Back Road.mp3";Body Like a Back Road;Sam Hunt;Country
"Thomas Rhett - Unforgettable.mp3";Unforgettable;Thomas Rhett;Country
"Luke Combs - When It Rains It Pours.mp3";When It Rains It Pours;Luke Combs;Country
"Dustin Lynch - Small Town Boy.mp3";Small Town Boy;Dustin Lynch;Country
"LANCO - Greatest Love Story.mp3";Greatest Love Story;LANCO;Country
"Blake Shelton - I'll Name the Dogs.mp3";I'll Name the Dogs;Blake Shelton;Country
"Jon Pardi - Heartache on the Dance Floor.mp3";Heartache on the Dance Floor;Jon Pardi;Country
"Montgomery Gentry - Better Me.mp3";Better Me;Montgomery Gentry;Country
"Carly Pearce - Every Little Thing.mp3";Every Little Thing;Carly Pearce;Country
"Thomas Rhett - Craving You (feat. Maren Morris).mp3";Craving You (feat. Maren Morris);Thomas Rhett;Country
"Brett Young - In Case You Didn't Know.mp3";In Case You Didn't Know;Brett Young;Country
"Brett Young - Like I Loved You.mp3";Like I Loved You;Brett Young;Country
"Brothers Osborne - It Ain't My Fault.mp3";It Ain't My Fault;Brothers Osborne;Country
"Midland - Drinkin' Problem.mp3";Drinkin' Problem;Midland;Country
"Luke Bryan - Light It Up.mp3";Light It Up;Luke Bryan;Country
"Kenny Chesney - All the Pretty Girls.mp3";All the Pretty Girls;Kenny Chesney;Country
"Chris Stapleton - Tennessee Whiskey.mp3";Tennessee Whiskey;Chris Stapleton;Country
"Little Big Town - When Someone Stops Loving You.mp3";When Someone Stops Loving You;Little Big Town;Country
"Chris Janson - Fix a Drink.mp3";Fix a Drink;Chris Janson;Country
"Miranda Lambert - Tin Man.mp3";Tin Man;Miranda Lambert;Country
"Luke Combs - Hurricane.mp3";Hurricane;Luke Combs;Country
"Maren Morris - I Could Use a Love Song.mp3";I Could Use a Love Song;Maren Morris;Country
"Kane Brown - Found You.mp3";Found You;Kane Brown;Country
"Thomas Rhett - Marry Me.mp3";Marry Me;Thomas Rhett;Country
"Old Dominion - No Such Thing as a Broken Heart.mp3";No Such Thing as a Broken Heart;Old Dominion;Country
"Florida Georgia Line - Smooth.mp3";Smooth;Florida Georgia Line;Country
"Walker Hayes - You Broke Up with Me.mp3";You Broke Up with Me;Walker Hayes;Country
"Chris Stapleton - Broken Halos.mp3";Broken Halos;Chris Stapleton;Country
"Keith Urban - The Fighter (feat. Carrie Underwood).mp3";The Fighter (feat. Carrie Underwood);Keith Urban;Country
"Krewella - Enjoy the Ride.mp3";Enjoy the Ride;Krewella;Electronic
"Dada Life - Kickout the Epic Motherfucker.mp3";Kickout the Epic Motherfucker;Dada Life;Electronic
"David Guetta - Without You (feat. Usher).mp3";Without You (feat. Usher);David Guetta;Electronic
"Major Lazer, DJ Snake - Lean On (feat. MO).mp3";Lean On (feat. MØ);Major Lazer, DJ Snake;Electronic
"The Chainsmokers - Closer (feat. Halsey).mp3";Closer (feat. Halsey);The Chainsmokers;Electronic
"Dillon Francis, Diplo - Que Que (feat. Maluca).mp3";Que Que (feat. Maluca);Dillon Francis, Diplo;Electronic
"Rustie - First Mythz.mp3";First Mythz;Rustie;Electronic
"Afrojack - Take Over Control (feat. Eva Simons).mp3";Take Over Control (feat. Eva Simons);Afrojack;Electronic
"Lil Jon - Outta Your Mind (feat. LMFAO).mp3";Outta Your Mind (feat. LMFAO);Lil Jon;Electronic
"Kid Cudi - Pursuit Of Happiness (Steve Aoki Remix).mp3";Pursuit Of Happiness (Steve Aoki Remix);Kid Cudi;Electronic
"Sleepy Tom, Anna Lunoe - Pusher.mp3";Pusher;Sleepy Tom, Anna Lunoe;Electronic
"The Bloody Beetroots - Warp 1.9 (feat. Steve Aoki).mp3";Warp 1.9 (feat. Steve Aoki);The Bloody Beetroots;Electronic
"Madeon - Finale.mp3";Finale;Madeon;Electronic
"Calvin Harris, Rihanna - We Found Love.mp3";We Found Love;Calvin Harris, Rihanna;Electronic
"REZZ - Edge.mp3";Edge;REZZ;Electronic
"Porter Robinson, Madeon - Shelter (Slushii Remix).mp3";Shelter (Slushii Remix);Porter Robinson, Madeon;Electronic
"deadmau5 - Raise Your Weapon.mp3";Raise Your Weapon;deadmau5;Electronic
"Nero - Dark Skies.mp3";Dark Skies;Nero;Electronic
"TNGHT - Higher Ground.mp3";Higher Ground;TNGHT;Electronic
"Kanye West - Mercy (RL Grime & Salva Remix).mp3";Mercy (RL Grime & Salva Remix);Kanye West;Electronic
"Cashmere Cat - Mirror Maru.mp3";Mirror Maru;Cashmere Cat;Electronic
"Major Lazer - Pon De Floor (feat. Vybz Kartel).mp3";Pon De Floor (feat. Vybz Kartel);Major Lazer;Electronic
"Marshmello - Alone.mp3";Alone;Marshmello;Electronic
"Porter Robinson - Sad Machine.mp3";Sad Machine;Porter Robinson;Electronic
"Jack U - Where Are U Now (feat. Justin Bieber).mp3";Where Are Ü Now (feat. Justin Bieber);Jack Ü;Electronic
"Justice - D.A.N.C.E..mp3";D.A.N.C.E.;Justice;Electronic
"Flux Pavilion - Bass Cannon.mp3";Bass Cannon;Flux Pavilion;Electronic
"Britney Spears - Till the World Ends.mp3";Till the World Ends;Britney Spears;Electronic
"Avicii - Levels.mp3";Levels;Avicii;Electronic
"Skrillex - Scary Monsters and Nice Sprites.mp3";Scary Monsters and Nice Sprites;Skrillex;Electronic
"The Notorious B.I.G. - Hypnotize.mp3";Hypnotize;The Notorious B.I.G.;Hip-hop- Rap
"LL Cool J - Mama Said Knock You Out.mp3";Mama Said Knock You Out;LL Cool J;Hip-hop- Rap
"Eminem - Lose Yourself.mp3";Lose Yourself;Eminem;Hip-hop- Rap
"Craig Mack, Rampage, the Notorious B.I.G., LL Cool J, Busta Rhymes - Flava in Ya Ear (Remix).mp3";Flava in Ya Ear (Remix);Craig Mack, Rampage,  the Notorious B.I.G.,   LL Cool J,  Busta Rhymes;Hip-hop- Rap
"A Tribe Called Quest, Leaders of the New School - Scenario.mp3";Scenario;A Tribe Called Quest, Leaders of the New School;Hip-hop- Rap
"Big Daddy Kane - Ain't No Half-Steppin'.mp3";Ain't No Half-Steppin';Big Daddy Kane;Hip-hop- Rap
"Rob Base, DJ E-Z Rock - It Takes Two.mp3";It Takes Two;Rob Base, DJ E-Z Rock;Hip-hop- Rap
"Eric B., Rakim - I Know You Got Soul.mp3";I Know You Got Soul;Eric B., Rakim;Hip-hop- Rap
"EPMD - Strictly Business.mp3";Strictly Business;EPMD;Hip-hop- Rap
"LL Cool J - Rock the Bells.mp3";Rock the Bells;LL Cool J;Hip-hop- Rap
"50 Cent - In Da Club.mp3";In Da Club;50 Cent;Hip-hop- Rap
"Beastie Boys - Paul Revere.mp3";Paul Revere;Beastie Boys;Hip-hop- Rap
"2Pac - Dear Mama.mp3";Dear Mama;2Pac;Hip-hop- Rap
"Run-DMC - Peter Piper.mp3";Peter Piper;Run-DMC;Hip-hop- Rap
"Jay Z, UGK - Big Pimpin'.mp3";Big Pimpin';Jay Z, UGK;Hip-hop- Rap
"N.W.A - Fuck tha Police.mp3";Fuck tha Police;N.W.A;Hip-hop- Rap
"Public Enemy - Rebel Without a Pause.mp3";Rebel Without a Pause;Public Enemy;Hip-hop- Rap
"Doug E. Fresh, Slick Rick - La-Di-Da-Di.mp3";La-Di-Da-Di;Doug E. Fresh, Slick Rick;Hip-hop- Rap
"Pete Rock, C.L. Smooth - They Reminisce Over You (T.R.O.Y.).mp3";They Reminisce Over You (T.R.O.Y.);Pete Rock, C.L. Smooth;Hip-hop- Rap
"Wu-Tang Clan - C.R.E.A.M..mp3";C.R.E.A.M.;Wu-Tang Clan;Hip-hop- Rap
"Eric B., Rakim - Paid in Full.mp3";Paid in Full;Eric B., Rakim;Hip-hop- Rap
"N.W.A - Straight Outta Compton.mp3";Straight Outta Compton;N.W.A;Hip-hop- Rap
"The Notorious B.I.G. - Juicy.mp3";Juicy;The Notorious B.I.G.;Hip-hop- Rap
"Public Enemy - Fight the Power.mp3";Fight the Power;Public Enemy;Hip-hop- Rap
"Dr. Dre, Snoop Doggy Dogg - Nuthin' but a 'G' Thang.mp3";Nuthin' but a 'G' Thang;Dr. Dre, Snoop Doggy Dogg;Hip-hop- Rap
"Geto Boys - Mind Playing Tricks on Me.mp3";Mind Playing Tricks on Me;Geto Boys;Hip-hop- Rap
"Run-DMC - Sucker M.C.'s.mp3";Sucker M.C.'s;Run-DMC;Hip-hop- Rap
"Afrika Bambaataa, the Soulsonic Force - Planet Rock.mp3";Planet Rock;Afrika Bambaataa, the Soulsonic Force;Hip-hop- Rap
"Sugarhill Gang - Rapper's Delight.mp3";Rapper's Delight;Sugarhill Gang;Hip-hop- Rap
"Grandmaster Flash, the Furious Five - The Message.mp3";The Message;Grandmaster Flash, the Furious Five;Hip-hop- Rap
"Las Vegas Big Band - It's Only You That I Love.mp3";It's Only You That I Love;Las Vegas Big Band;Jazz
"Scott Bradlee's Postmodern Jukebox - Creep (feat. Haley Reinhart).mp3";Creep (feat. Haley Reinhart);Scott Bradlee's Postmodern Jukebox;Jazz
"Us3 - Cantaloop (Flip Fantasia).mp3";Cantaloop (Flip Fantasia);Us3;Jazz
"Lizz Wright - Seems I'm Never Tired Lovin' You.mp3";Seems I’m Never Tired Lovin’ You;Lizz Wright;Jazz
"Seth MacFarlane - If I Had a Talking Picture of You (feat. Norah Jones).mp3";If I Had a Talking Picture of You (feat. Norah Jones);Seth MacFarlane;Jazz
"Nat King Cole - When I Fall In Love.mp3";When I Fall In Love;Nat King Cole;Jazz
"Glenn Miller, His Orchestra - Moonlight Serenade.mp3";Moonlight Serenade;Glenn Miller, His Orchestra;Jazz
"Herb Alpert, The Tijuana Brass - Spanish Flea.mp3";Spanish Flea;Herb Alpert, The Tijuana Brass;Jazz
"Gregory Porter - Insanity (feat. Lalah Hathaway).mp3";Insanity (feat. Lalah Hathaway);Gregory Porter;Jazz
"James Ingram, Patti Austin, Quincy Jones - Baby, Come to Me.mp3";Baby, Come to Me;James Ingram, Patti Austin, Quincy Jones;Jazz
"Frank Sinatra - Young At Heart.mp3";Young At Heart;Frank Sinatra;Jazz
"Lizz Wright - Southern Nights.mp3";Southern Nights;Lizz Wright;Jazz
"Louis Armstrong - A Kiss to Build a Dream On (Single Version).mp3";A Kiss to Build a Dream On (Single Version);Louis Armstrong;Jazz
"George Benson - On Broadway.mp3";On Broadway;George Benson;Jazz
"Billie Holiday - I'll Be Seeing You.mp3";I'll Be Seeing You;Billie Holiday;Jazz
"George Benson - Turn Your Love Around.mp3";Turn Your Love Around;George Benson;Jazz
"Jonathan Fritzen - Let It Go.mp3";Let It Go;Jonathan Fritzén;Jazz
"Louis Armstrong, Ella Fitzgerald - Summertime.mp3";Summertime;Louis Armstrong, Ella Fitzgerald;Jazz
"Herbie Hancock - Rockit.mp3";Rockit;Herbie Hancock;Jazz
"John Coltrane, Duke Ellington - In a Sentimental Mood.mp3";In a Sentimental Mood;John Coltrane, Duke Ellington;Jazz
"George Benson - Breezin'.mp3";Breezin';George Benson;Jazz
"Quincy Jones - Sanford and Son Theme (The Streetbeater).mp3";Sanford and Son Theme (The Streetbeater);Quincy Jones;Jazz
"Miles Davis - So What.mp3";So What;Miles Davis;Jazz
"Herb Alpert, The Tijuana Brass - The Lonely Bull (El Solo Toro).mp3";The Lonely Bull (El Solo Toro);Herb Alpert, The Tijuana Brass;Jazz
"Lafayette Gilchrist - Assume the Position.mp3";Assume the Position;Lafayette Gilchrist;Jazz
"Scott Joplin - The Entertainer.mp3";The Entertainer;Scott Joplin;Jazz
"George Benson - This Masquerade.mp3";This Masquerade;George Benson;Jazz
"Quincy Jones - Just Once.mp3";Just Once;Quincy Jones;Jazz
"Scott Bradlee's Postmodern Jukebox - Seven Nation Army (feat. Haley Reinhart).mp3";Seven Nation Army (feat. Haley Reinhart);Scott Bradlee's Postmodern Jukebox;Jazz
"Frank Sinatra - My Way.mp3";My Way;Frank Sinatra;Jazz
"Taylor Swift - Look What You Made Me Do.mp3";Look What You Made Me Do;Taylor Swift;Pop
"Taylor Swift - ...Ready For It .mp3";...Ready For It?;Taylor Swift;Pop
"Sam Smith - Too Good at Goodbyes.mp3";Too Good at Goodbyes;Sam Smith;Pop
"Niall Horan - Too Much to Ask.mp3";Too Much to Ask;Niall Horan;Pop
"Liam Payne - Strip That Down (feat. Quavo).mp3";Strip That Down (feat. Quavo);Liam Payne;Pop
"Niall Horan - Slow Hands.mp3";Slow Hands;Niall Horan;Pop
"Demi Lovato - Sorry Not Sorry.mp3";Sorry Not Sorry;Demi Lovato;Pop
"Luis Fonsi, Daddy Yankee - Despacito (feat. Justin Bieber) [Remix].mp3";Despacito (feat. Justin Bieber) [Remix];Luis Fonsi, Daddy Yankee;Pop
"Kesha - Praying.mp3";Praying;Kesha;Pop
"Maroon 5 - What Lovers Do (feat. SZA).mp3";What Lovers Do (feat. SZA);Maroon 5;Pop
"P!nk - What About Us.mp3";What About Us;P!nk;Pop
"Nick Jonas - Find You.mp3";Find You;Nick Jonas;Pop
"Justin Bieber, BloodPop - Friends.mp3";Friends;Justin Bieber, BloodPop®;Pop
"Charlie Puth - Attention.mp3";Attention;Charlie Puth;Pop
"Shawn Mendes - There's Nothing Holdin' Me Back.mp3";There's Nothing Holdin' Me Back;Shawn Mendes;Pop
"Ed Sheeran - Perfect.mp3";Perfect;Ed Sheeran;Pop
"Kelly Clarkson - Love So Soft.mp3";Love So Soft;Kelly Clarkson;Pop
"Camila Cabello - Havana (feat. Young Thug).mp3";Havana (feat. Young Thug);Camila Cabello;Pop
"Ed Sheeran - Shape of You.mp3";Shape of You;Ed Sheeran;Pop
"ZAYN - Dusk Till Dawn (feat. Sia).mp3";Dusk Till Dawn (feat. Sia);ZAYN;Pop
"Dua Lipa - New Rules.mp3";New Rules;Dua Lipa;Pop
"James Arthur - Say You Won't Let Go.mp3";Say You Won't Let Go;James Arthur;Pop
"BTS - Intro- Serendipity.mp3";Intro- Serendipity;BTS;Pop
"P!nk - What About Us (Cash Cash Remix).mp3";What About Us (Cash Cash Remix);P!nk;Pop
"BTS - Best of Me.mp3";Best of Me;BTS;Pop
"BTS - dimple.mp3";dimple;BTS;Pop
"BTS - MIC Drop.mp3";MIC Drop;BTS;Pop
"BTS - Pied Piper.mp3";Pied Piper;BTS;Pop
"BTS - Go Go.mp3";Go Go;BTS;Pop
"BTS - DNA.mp3";DNA;BTS;Pop
"Khalid - Young Dumb & Broke.mp3";Young Dumb & Broke;Khalid;R&B/Soul
"Childish Gambino - Redbone.mp3";Redbone;Childish Gambino;R&B/Soul
"blackbear - do re mi.mp3";do re mi;blackbear;R&B/Soul
"Khalid - Location.mp3";Location;Khalid;R&B/Soul
"SZA - Love Galore (feat. Travis Scott).mp3";Love Galore (feat. Travis Scott);SZA;R&B/Soul
"Chris Brown - Questions.mp3";Questions;Chris Brown;R&B/Soul
"SZA - The Weekend.mp3";The Weekend;SZA;R&B/Soul
"Andra Day - Rise Up.mp3";Rise Up;Andra Day;R&B/Soul
"Tank - When We.mp3";When We;Tank;R&B/Soul
"K. Michelle - Either Way (feat. Chris Brown).mp3";Either Way (feat. Chris Brown);K. Michelle;R&B/Soul
"Chris Brown - Pills & Automobiles (feat. Yo Gotti, A Boogie wit da Hoodie & Kodak Black).mp3";Pills & Automobiles (feat. Yo Gotti, A Boogie wit da Hoodie & Kodak Black);Chris Brown;R&B/Soul
"The Weeknd - I Feel It Coming (feat. Daft Punk).mp3";I Feel It Coming (feat. Daft Punk);The Weeknd;R&B/Soul
"Miguel - Sky Walker (feat. Travis Scott).mp3";Sky Walker (feat. Travis Scott);Miguel;R&B/Soul
"blackbear - do re mi (feat. Gucci Mane).mp3";do re mi (feat. Gucci Mane);blackbear;R&B/Soul
"Toni Braxton - Deadwood.mp3";Deadwood;Toni Braxton;R&B/Soul
"John Legend - All of Me.mp3";All of Me;John Legend;R&B/Soul
"The Weeknd - Starboy (feat. Daft Punk).mp3";Starboy (feat. Daft Punk);The Weeknd;R&B/Soul
"Jacquees - B.E.D..mp3";B.E.D.;Jacquees;R&B/Soul
"Earth, Wind, Fire - September.mp3";September;Earth, Wind, Fire;R&B/Soul
"Usher - Yeah! (feat. Lil Jon & Ludacris).mp3";Yeah! (feat. Lil Jon & Ludacris);Usher;R&B/Soul
"Ginuwine - Pony.mp3";Pony;Ginuwine;R&B/Soul
"Chris Brown - Privacy.mp3";Privacy;Chris Brown;R&B/Soul
"Stevie Wonder - As.mp3";As;Stevie Wonder;R&B/Soul
"The Weeknd - Can't Feel My Face.mp3";Can't Feel My Face;The Weeknd;R&B/Soul
"Khalid - 8TEEN.mp3";8TEEN;Khalid;R&B/Soul
"Bryson Tiller - Run Me Dry.mp3";Run Me Dry;Bryson Tiller;R&B/Soul
"Jessie Reyez - Figures.mp3";Figures;Jessie Reyez;R&B/Soul
"The Weeknd - The Hills.mp3";The Hills;The Weeknd;R&B/Soul
"Daniel Caesar - Best Part (feat. H.E.R.).mp3";Best Part (feat. H.E.R.);Daniel Caesar;R&B/Soul
"Khalid - Another Sad Love Song.mp3";Another Sad Love Song;Khalid;R&B/Soul
"Common Kings - Cali Girl (feat. Don Corleon).mp3";Cali Girl (feat. Don Corleon);Common Kings;Reggae
"Shaggy - It Wasn't Me (feat. Ricardo Ducent).mp3";It Wasn't Me (feat. Ricardo Ducent);Shaggy;Reggae
"Matisyahu - One Day.mp3";One Day;Matisyahu;Reggae
"Sean Paul - No Lie (feat. Dua Lipa).mp3";No Lie (feat. Dua Lipa);Sean Paul;Reggae
"Bob Marley, The Wailers - Three Little Birds.mp3";Three Little Birds;Bob Marley, The Wailers;Reggae
"UB40 - Red Red Wine (12'' Version).mp3";Red Red Wine (12'' Version);UB40;Reggae
"Bob Marley, The Wailers - Is This Love.mp3";Is This Love;Bob Marley, The Wailers;Reggae
"Shaggy - Angel (feat. Rayvon).mp3";Angel (feat. Rayvon);Shaggy;Reggae
"Kevin Lyttle - Turn Me On.mp3";Turn Me On;Kevin Lyttle;Reggae
"Damian Jr. Gong Marley - Medication (feat. Stephen Marley).mp3";Medication (feat. Stephen Marley);"Damian ""Jr. Gong"" Marley";Reggae
"Bob Marley, The Wailers - No Woman, No Cry (Live 1975).mp3";No Woman, No Cry (Live 1975);Bob Marley, The Wailers;Reggae
"Sean Paul - Tek Weh Yuh Heart (Audio) ft.mp3";Sean Paul - Tek Weh Yuh Heart (Audio) ft.mp3";Sean Paul;Reggae
"Damian Jr. Gong Marley - Welcome to Jamrock.mp3";Welcome to Jamrock;"Damian ""Jr. Gong"" Marley";Reggae
"Bob Marley, The Wailers - Jamming.mp3";Jamming;Bob Marley, The Wailers;Reggae
"Bob Marley, The Wailers - Could You Be Loved.mp3";Could You Be Loved;Bob Marley, The Wailers;Reggae
"Shaggy - Angel.mp3";Angel;Shaggy;Reggae
"Sister Nancy - Bam Bam.mp3";Bam Bam;Sister Nancy;Reggae
"Bob Marley, The Wailers - Redemption Song.mp3";Redemption Song;Bob Marley, The Wailers;Reggae
"Vybz Kartel - Fever.mp3";Fever;Vybz Kartel;Reggae
"Bob Marley, The Wailers - Buffalo Soldier.mp3";Buffalo Soldier;Bob Marley, The Wailers;Reggae
"Wayne Wonder - No Letting Go.mp3";No Letting Go;Wayne Wonder;Reggae
"Kranium - Can't Believe (feat. Ty Dolla $ign & WizKid).mp3";Can't Believe (feat. Ty Dolla $ign & WizKid);Kranium;Reggae
"Popcaan - El Chapo.mp3";El Chapo;Popcaan;Reggae
"Inner Circle - Sweat (A La La La La Long).mp3";Sweat (A La La La La Long);Inner Circle;Reggae
"Damian Marley, Nas - Patience.mp3";Patience;Damian Marley, Nas;Reggae
"Shaggy - Boombastic.mp3";Boombastic;Shaggy;Reggae
"Common Kings - Take Her.mp3";Take Her;Common Kings;Reggae
"Ky-Mani Marley, Yanique 'Curvy Diva' - Turn Your Lights Down Low.mp3";Turn Your Lights Down Low;Ky-Mani Marley, Yanique 'Curvy Diva';Reggae
"Inner Circle - Bad Boys (Theme from COPS).mp3";Bad Boys (Theme from COPS);Inner Circle;Reggae
"Kranium - We Can (feat. Tory Lanez).mp3";We Can (feat. Tory Lanez);Kranium;Reggae
"Theory of a Deadman - Rx.mp3";Rx;Theory of a Deadman;Rock
"Disturbed - The Sound of Silence.mp3";The Sound of Silence;Disturbed;Rock
"Evanescence - Imperfection.mp3";Imperfection;Evanescence;Rock
"Nothing More - Go to War.mp3";Go to War;Nothing More;Rock
"Foo Fighters - The Sky Is A Neighborhood.mp3";The Sky Is A Neighborhood;Foo Fighters;Rock
"U2 - You're the Best Thing About Me.mp3";You’re the Best Thing About Me;U2;Rock
"AC DC - Thunderstruck.mp3";Thunderstruck;AC DC;Rock
"All That Remains - The Thunder Rolls (Cover).mp3";The Thunder Rolls (Cover);All That Remains;Rock
"Journey - Don't Stop Believin'.mp3";Don't Stop Believin';Journey;Rock
"Marilyn Manson - WE KNOW WHERE YOU FUCKING LIVE.mp3";WE KNOW WHERE YOU FUCKING LIVE;Marilyn Manson;Rock
"Foo Fighters - Run.mp3";Run;Foo Fighters;Rock
"Queen - Bohemian Rhapsody.mp3";Bohemian Rhapsody;Queen;Rock
"AC DC - Back In Black.mp3";Back In Black;AC DC;Rock
"Metallica - Enter Sandman.mp3";Enter Sandman;Metallica;Rock
"Kid Rock - Picture (feat. Sheryl Crow).mp3";Picture (feat. Sheryl Crow);Kid Rock;Rock
"Survivor - Eye of the Tiger.mp3";Eye of the Tiger;Survivor;Rock
"Fleetwood Mac - The Chain.mp3";The Chain;Fleetwood Mac;Rock
"Prophets of Rage - Living on the 110.mp3";Living on the 110;Prophets of Rage;Rock
"Queen - We Will Rock You.mp3";We Will Rock You;Queen;Rock
"Eagles - Hotel California.mp3";Hotel California;Eagles;Rock
"Highly Suspect - Little One.mp3";Little One;Highly Suspect;Rock
"Toto - Africa.mp3";Africa;Toto;Rock
"Joan Jett, The Blackhearts - I Love Rock 'N Roll.mp3";I Love Rock 'N Roll;Joan Jett, The Blackhearts;Rock
"AC DC - You Shook Me All Night Long.mp3";You Shook Me All Night Long;AC DC;Rock
"I Prevail - Alone.mp3";Alone;I Prevail;Rock
"NEEDTOBREATHE - Hard Love (feat. Lauren Daigle).mp3";Hard Love (feat. Lauren Daigle);NEEDTOBREATHE;Rock
"Greta Van Fleet - Highway Tune.mp3";Highway Tune;Greta Van Fleet;Rock
"Kansas - Carry On Wayward Son.mp3";Carry On Wayward Son;Kansas;Rock
"Evanescence - Bring Me To Life.mp3";Bring Me To Life;Evanescence;Rock
"Queen - Don't Stop Me Now.mp3";Don't Stop Me Now;Queen;Rock
"Beth Hart - Fire on the Floor.mp3";Fire on the Floor;Beth Hart;Blues
"Van Morrison - Transformation.mp3";Transformation;Van Morrison;Blues
"Muddy Waters - Mannish Boy.mp3";Mannish Boy;Muddy Waters;Blues
"Joe Bonamassa - Black Lung Heartache.mp3";Black Lung Heartache;Joe Bonamassa;Blues
"Taj Mahal, Keb' Mo' - Don't Leave Me Here.mp3";Don't Leave Me Here;Taj Mahal, Keb' Mo';Blues
"Samantha Fish - Chills & Fever.mp3";Chills & Fever;Samantha Fish;Blues
"Bobby 'Blue' Bland - Ain't No Sunshine When She's Gone.mp3";Ain't No Sunshine When She's Gone;Bobby 'Blue' Bland;Blues
"Mel Waiters - Hole In the Wall.mp3";Hole In the Wall;Mel Waiters;Blues
"B.B. King, U2 - When Love Comes to Town.mp3";When Love Comes to Town;B.B. King, U2;Blues
"The Rolling Stones - Just Your Fool.mp3";Just Your Fool;The Rolling Stones;Blues
"Albert King - Born Under a Bad Sign.mp3";Born Under a Bad Sign;Albert King;Blues
"Buddy Guy - Ain't No Sunshine (feat. Tracy Chapman).mp3";Ain't No Sunshine (feat. Tracy Chapman);Buddy Guy;Blues
"B.B. King, Eric Clapton - Riding With the King.mp3";Riding With the King;B.B. King, Eric Clapton;Blues
"Chuck Berry - Route 66.mp3";Route 66;Chuck Berry;Blues
"Clarence Carter - Slip Away.mp3";Slip Away;Clarence Carter;Blues
"Etta James - All I Could Do Was Cry.mp3";All I Could Do Was Cry;Etta James;Blues
"Robert Johnson - Cross Road Blues.mp3";Cross Road Blues;Robert Johnson;Blues
"Joe Bonamassa - Slow Train.mp3";Slow Train;Joe Bonamassa;Blues
"Johnnie Taylor - Soul Heaven.mp3";Soul Heaven;Johnnie Taylor;Blues
"Beth Hart - Love Is a Lie.mp3";Love Is a Lie;Beth Hart;Blues
"Ruthie Foster - Lord Remember Me.mp3";Lord Remember Me;Ruthie Foster;Blues
"Eilen Jewell - It's Your Voodoo Working.mp3";It's Your Voodoo Working;Eilen Jewell;Blues
"Jonny Lang - Still Rainin'.mp3";Still Rainin';Jonny Lang;Blues
"Buddy Guy - Feels Like Rain.mp3";Feels Like Rain;Buddy Guy;Blues
